x	y	z	distance
550.1255	-104.154366	1286.5648	140.31163
550.36273	-102.068436	1287.4196	140.38399
551.92773	-102.48036	1287.6617	140.47061
551.92773	-102.48036	1287.6617	140.47061
551.9131	-102.36557	1287.2236	140.42903
551.9131	-102.36557	1287.2236	140.42903
551.74506	-102.12884	1286.9824	140.3986
551.74506	-102.12884	1286.9824	140.3986
552.44653	-102.64718	1287.898	140.51387
552.44653	-102.64718	1287.898	140.51387
552.44653	-102.64718	1287.898	140.51387
551.64185	-101.24872	1285.122	140.21762
553.1091	-97.66568	1283.7653	140.12572
553.2573	-97.67254	1284.142	140.16612
555.0252	-94.664696	1284.2822	140.22821
555.0252	-94.664696	1284.2822	140.22821
556.87897	-90.99083	1283.7635	140.2299
556.87897	-90.99083	1283.7635	140.2299
560.125	-88.14605	1285.4011	140.49078
560.125	-88.14605	1285.4011	140.49078
561.92377	-86.509964	1286.754	140.67616
561.92377	-86.509964	1286.754	140.67616
562.4917	-82.36931	1285.1257	140.52509
562.4917	-82.36931	1285.1257	140.52509
569.8414	-77.14154	1292.9401	141.50491
569.8414	-77.14154	1292.9401	141.50491
572.1019	-72.42776	1289.5177	141.25871
572.1019	-72.42776	1289.5177	141.25871
573.81177	-71.54607	1291.5347	141.50763
573.81177	-71.54607	1291.5347	141.50763
574.1588	-71.61977	1291.3342	141.50377
574.5547	-71.59332	1291.5155	141.53625
574.5547	-71.59332	1291.5155	141.53625
574.50653	-71.67682	1291.433	141.52718
574.50653	-71.67682	1291.433	141.52718
574.26996	-71.71538	1290.9862	141.477
574.26996	-71.71538	1290.9862	141.477
574.502	-71.82601	1291.5232	141.53598
574.2324	-71.873116	1290.9393	141.47202
574.2324	-71.873116	1290.9393	141.47202
574.4406	-71.835556	1291.6505	141.54517
574.4406	-71.835556	1291.6505	141.54517
574.4406	-71.835556	1291.6505	141.54517
574.3209	-71.789154	1291.4395	141.52081
574.3209	-71.789154	1291.4395	141.52081
574.98584	-71.617386	1292.9883	141.68826
574.98584	-71.617386	1292.9883	141.68826
574.98584	-71.617386	1292.9883	141.68826
574.8586	-71.600204	1292.6682	141.65381
574.8586	-71.600204	1292.6682	141.65381
574.8586	-71.600204	1292.6682	141.65381
574.8161	-71.59496	1292.6016	141.64598
574.6146	-71.625046	1292.1646	141.59808
574.6146	-71.625046	1292.1646	141.59808
574.6146	-71.625046	1292.1646	141.59808
574.536	-71.57233	1292.0482	141.584
574.536	-71.57233	1292.0482	141.584
574.4917	-71.56716	1291.9778	141.57574
574.4917	-71.56716	1291.9778	141.57574
574.4917	-71.56716	1291.9778	141.57574
574.4917	-71.56716	1291.9778	141.57574
574.4917	-71.56716	1291.9778	141.57574
574.4917	-71.56716	1291.9778	141.57574
574.4917	-71.56716	1291.9778	141.57574
574.4917	-71.56716	1291.9778	141.57574
574.4917	-71.56716	1291.9778	141.57574
574.4917	-71.56716	1291.9778	141.57574
574.4917	-71.56716	1291.9778	141.57574
574.4917	-71.56716	1291.9778	141.57574
574.4292	-71.50683	1291.9404	141.56949
574.5438	-71.52417	1292.2322	141.60086
574.6361	-71.56304	1292.1667	141.59883
574.5777	-71.53702	1291.9973	141.58087
574.609	-71.44746	1291.9066	141.57341
574.80505	-71.46735	1292.2256	141.61058
574.80505	-71.46735	1292.2256	141.61058
574.8521	-71.52572	1292.3451	141.62369
574.8521	-71.52572	1292.3451	141.62369
574.8521	-71.52572	1292.3451	141.62369
574.6217	-71.500206	1291.9761	141.58052
574.6217	-71.500206	1291.9761	141.58052
574.88055	-71.95978	1292.317	141.62448
574.88055	-71.95978	1292.317	141.62448
574.44977	-72.49405	1290.8214	141.47324
573.563	-72.08581	1291.0837	141.4591
573.563	-72.08581	1291.0837	141.4591
573.18427	-71.74368	1291.35	141.46632
573.18427	-71.74368	1291.35	141.46632
573.4877	-71.46045	1291.7946	141.51778
573.4877	-71.46045	1291.7946	141.51778
573.4877	-71.46045	1291.7946	141.51778
572.98175	-71.24414	1292.137	141.52745
573.0238	-71.23053	1292.2246	141.53708
573.2333	-71.72708	1292.4917	141.57246
573.32935	-72.30551	1291.5441	141.49277
573.32935	-72.30551	1291.5441	141.49277
572.1155	-73.41923	1293.4435	141.62282
572.0318	-73.3913	1293.2787	141.60425
573.58655	-79.147125	1308.5118	143.0898
573.58655	-79.147125	1308.5118	143.0898
573.58655	-79.147125	1308.5118	143.0898
569.18115	-88.12294	1308.7201	142.98535
562.0346	-95.64923	1301.5364	142.09253
562.0346	-95.64923	1301.5364	142.09253
557.4219	-100.08473	1298.5459	141.66713
557.55054	-100.08468	1298.831	141.69833
555.9193	-101.799774	1296.7504	141.45567
555.9193	-101.799774	1296.7504	141.45567
555.70593	-102.49582	1292.4957	141.06238
555.4386	-102.448105	1291.5602	140.96579
555.14746	-102.134636	1290.8115	140.88344
555.14746	-102.134636	1290.8115	140.88344
555.14746	-102.134636	1290.8115	140.88344
555.7972	-102.25338	1291.6815	140.98962
555.7972	-102.25338	1291.6815	140.98962
555.8015	-102.33128	1291.7366	140.9954
555.8015	-102.33128	1291.7366	140.9954
555.434	-102.29025	1291.4233	140.95192
555.434	-102.29025	1291.4233	140.95192
555.3944	-102.34081	1291.2224	140.93231
555.21967	-102.17677	1290.7343	140.87952
555.21967	-102.17677	1290.7343	140.87952
555.21967	-102.17677	1290.7343	140.87952
555.1551	-101.994545	1290.5162	140.85567
555.12976	-101.68885	1290.4346	140.84499
555.12976	-101.68885	1290.4346	140.84499
555.9533	-101.05042	1292.307	141.0444
556.0206	-101.07872	1292.5046	141.06538
558.5326	-104.163376	1293.4785	141.27615
557.2187	-110.52112	1304.4202	142.27507
557.2187	-110.52112	1304.4202	142.27507
549.45447	-117.53371	1301.388	141.75066
549.7099	-117.59262	1302.0344	141.8204
541.32684	-122.10756	1297.1252	141.08434
541.4188	-122.12658	1297.2812	141.10236
541.4188	-122.12658	1297.2812	141.10236
533.2761	-123.08216	1287.5159	139.90103
533.4896	-122.7744	1287.8712	139.93916
533.4896	-122.7744	1287.8712	139.93916
535.07947	-124.19745	1288.2786	140.04987
535.07947	-124.19745	1288.2786	140.04987
535.14636	-124.47783	1286.8639	139.9248
535.14636	-124.47783	1286.8639	139.9248
533.86115	-122.215775	1286.0216	139.77824
533.9405	-122.26681	1286.228	139.80072
534.02686	-119.97592	1286.7747	139.83447
534.3872	-120.03558	1287.5287	139.91812
536.93823	-121.03395	1291.0521	140.34839
537.0283	-121.069275	1291.2427	140.36969
537.2198	-123.08784	1289.5509	140.23898
536.9693	-123.03069	1288.9142	140.17033
536.5925	-123.451775	1288.7834	140.14758
536.5925	-123.451775	1288.7834	140.14758
535.3763	-122.89389	1288.2922	140.05098
536.12524	-123.85154	1289.3691	140.1871
536.10614	-123.84698	1289.2871	140.17879
536.10614	-123.84698	1289.2871	140.17879
536.10614	-123.84698	1289.2871	140.17879
535.78156	-123.208725	1288.3287	140.07259
537.0623	-121.93753	1288.6667	140.14159
537.13837	-121.9727	1288.9296	140.16898
536.9442	-120.1012	1288.157	140.07434
536.79663	-120.05156	1287.8246	140.03767
536.2815	-118.99539	1288.7401	140.09314
536.6505	-119.11407	1289.6156	140.18881
535.463	-119.3386	1289.5698	140.1411
535.3417	-119.295265	1289.331	140.11412
534.19147	-119.34635	1288.1892	139.96555
534.3301	-119.3768	1288.4922	139.99898
533.4115	-119.45421	1287.7407	139.89545
533.3066	-119.42616	1287.4498	139.86441
533.14844	-118.85501	1286.9215	139.80489
533.01263	-117.05636	1286.6864	139.7629
532.356	-113.438995	1282.7845	139.34875
532.356	-113.438995	1282.7845	139.34875
533.6047	-108.969604	1283.1597	139.39537
533.6047	-108.969604	1283.1597	139.39537
533.6047	-108.969604	1283.1597	139.39537
535.48334	-103.314476	1282.0273	139.32014
535.58044	-103.34949	1282.2705	139.34651
538.64105	-99.908226	1284.2036	139.61714
536.91614	-96.72557	1282.1514	139.3394
537.0463	-96.74813	1282.37	139.3647
538.2114	-89.47444	1283.1348	139.43141
537.9937	-89.42577	1282.6788	139.38075
549.4244	-81.497025	1291.2612	140.56546
549.19934	-81.448944	1290.7317	140.50774
561.87085	-71.35785	1292.2963	141.09644
561.6717	-71.34958	1291.9366	141.05553
569.8864	-60.39888	1296.4838	141.74937
569.9005	-60.402607	1296.5504	141.75606
569.6184	-53.417583	1299.068	141.94704
569.6184	-53.417583	1299.068	141.94704
571.0024	-52.59198	1298.8118	141.97612
571.1132	-52.619175	1299.0696	142.00426
569.16907	-50.763023	1293.5865	141.4177
569.16907	-50.763023	1293.5865	141.4177
570.44995	-49.749256	1294.251	141.52644
570.44995	-49.749256	1294.251	141.52644
570.92194	-46.920544	1293.9587	141.50911
574.27893	-44.16617	1298.0132	142.00652
574.27893	-44.16617	1298.0132	142.00652
570.7408	-40.674416	1294.7241	141.55246
570.7185	-40.674187	1294.64	141.54387
567.0278	-31.16882	1292.7488	141.19814
564.23267	-22.448637	1289.9207	140.81044
564.23267	-22.448637	1289.9207	140.81044
565.2418	-11.429067	1297.5522	141.53694
566.0003	3.264414	1300.9722	141.87654
566.0003	3.264414	1300.9722	141.87654
567.2883	12.553061	1299.0966	141.76126
567.48975	12.539649	1299.5018	141.80644
567.48975	12.539649	1299.5018	141.80644
570.89185	13.917164	1301.7914	142.15385
570.752	13.914112	1301.5647	142.12747
574.3149	11.888737	1301.8707	142.29709
579.9525	7.6106	1304.3552	142.74962
579.7719	7.6031666	1303.841	142.69528
581.34076	2.3106008	1301.3038	142.52559
581.34076	2.3106008	1301.3038	142.52559
581.34076	2.3106008	1301.3038	142.52559
581.6379	-1.6544229	1300.0745	142.42538
578.85486	-3.102597	1298.3466	142.15436
578.8102	-3.1207051	1298.2488	142.14362
578.8102	-3.1207051	1298.2488	142.14362
573.6318	-3.5255444	1294.7957	141.61786
574.5531	-5.0989637	1300.1305	142.14346
574.5531	-5.0989637	1300.1305	142.14346
577.5189	-10.5435505	1302.6814	142.49976
577.3748	-10.540451	1302.3883	142.46712
581.01074	-19.16088	1302.3102	142.6167
580.7423	-19.155067	1301.7671	142.55617
584.6151	-26.535439	1300.5988	142.61963
584.3981	-26.55605	1300.1462	142.5695
583.48737	-32.576843	1295.4137	142.11317
583.48737	-32.576843	1295.4137	142.11317
581.0444	-34.156868	1295.606	142.03429
580.6724	-34.173626	1294.8497	141.95013
583.51196	-38.659264	1308.4491	143.31851
581.4612	-47.565826	1302.232	142.69435
581.40125	-47.558388	1301.9922	142.67
580.208	-50.503136	1300.6099	142.50537
579.5981	-50.56166	1299.3322	142.36412
577.44464	-54.17695	1296.2238	142.00612
577.515	-54.199432	1296.4182	142.0268
574.351	-56.445538	1291.6718	141.47371
574.27496	-56.41726	1291.4233	141.44783
573.1036	-56.08326	1289.6532	141.23732
573.23645	-56.146587	1289.9607	141.27106
572.2557	-54.8671	1291.9655	141.4094
572.2557	-54.8671	1291.9655	141.4094
570.09595	-58.343742	1294.1848	141.53897
566.8029	-60.977665	1292.6914	141.2811
566.8029	-60.977665	1292.6914	141.2811
564.0984	-60.724503	1291.377	141.05138
564.1972	-60.72828	1291.6309	141.07858
566.1422	-61.06608	1292.7467	141.26006
566.2052	-61.08988	1292.9287	141.27934
566.2052	-61.08988	1292.9287	141.27934
568.8195	-62.33181	1289.6558	141.0905
569.67523	-62.376923	1291.592	141.30219
568.63995	-64.399445	1292.6173	141.3633
568.7339	-68.50097	1301.2133	142.17265
569.00793	-68.55157	1301.8525	142.24239
563.7489	-72.61171	1294.532	141.3824
564.38074	-72.74847	1295.8807	141.53178
562.2704	-75.63472	1294.2634	141.31477
562.11804	-75.634415	1293.9478	141.2798
557.7809	-75.71617	1288.0647	140.56895
558.2091	-75.769424	1289.0643	140.67784
556.8604	-73.14008	1288.2733	140.53793
556.7034	-73.14235	1287.8862	140.49625
556.30945	-69.46113	1287.3082	140.40895
556.4605	-69.47776	1287.6597	140.44724
558.6794	-67.38188	1288.7853	140.62825
558.54785	-67.368355	1288.5157	140.59827
559.85474	-66.26799	1286.4912	140.45955
559.85474	-66.26799	1286.4912	140.45955
559.85474	-66.26799	1286.4912	140.45955
559.7734	-63.986378	1285.1451	140.32243
559.6166	-64.00302	1284.6605	140.27187
559.6166	-64.00302	1284.6605	140.27187
561.2066	-62.151257	1286.3318	140.48007
561.0582	-62.119667	1285.9559	140.4396
561.7634	-60.190907	1286.8018	140.53682
561.7838	-60.192825	1286.8834	140.54512
561.9132	-57.85499	1285.1771	140.38425
561.74036	-57.850704	1284.7512	140.33833
561.557	-55.929127	1284.9036	140.33714
560.8636	-53.330215	1283.9198	140.20921
560.8636	-53.330215	1283.9198	140.20921
562.7892	-50.063972	1283.9973	140.2814
562.68713	-50.06867	1283.8007	140.25932
562.68713	-50.06867	1283.8007	140.25932
566.87866	-49.258	1288.1912	140.82664
566.87866	-49.258	1288.1912	140.82664
567.2243	-52.48903	1287.2793	140.76883
566.8107	-53.39599	1284.6223	140.51263
565.6948	-52.22035	1284.3882	140.44182
565.5963	-52.22799	1284.1993	140.42061
565.1868	-50.909115	1284.317	140.41005
565.1868	-50.909115	1284.317	140.41005
565.1868	-50.909115	1284.317	140.41005
566.165	-50.958668	1284.6123	140.47662
566.165	-50.958668	1284.6123	140.47662
567.0362	-51.033073	1284.3704	140.48991
567.0362	-51.033073	1284.3704	140.48991
565.5825	-49.295444	1283.8483	140.37735
566.26	-45.09581	1284.2739	140.42947
571.6781	-41.046352	1285.9207	140.7868
571.6781	-41.046352	1285.9207	140.7868
575.1604	-38.30778	1286.242	140.95018
575.1604	-38.30778	1286.242	140.95018
575.1604	-38.30778	1286.242	140.95018
578.91254	-35.027935	1287.4543	141.20572
579.7279	-35.720512	1290.3685	141.50658
579.7279	-35.720512	1290.3685	141.50658
573.6136	-35.15657	1286.8749	140.9367
573.6136	-35.15657	1286.8749	140.9367
575.7633	-26.724575	1299.6136	142.16939
575.6727	-26.7381	1299.4374	142.14963
576.9337	-18.715748	1297.2688	141.98976
576.9337	-18.715748	1297.2688	141.98976
578.54333	-15.258082	1289.9489	141.38293
584.1649	-16.958258	1294.6548	142.04462
584.1649	-16.958258	1294.6548	142.04462
584.1649	-16.958258	1294.6548	142.04462
584.09503	-20.957039	1295.0658	142.08453
584.09503	-20.957039	1295.0658	142.08453
579.3445	-22.239231	1288.0957	141.25598
579.4363	-22.242775	1288.2416	141.27306
582.1091	-16.040937	1289.8048	141.51695
581.89746	-16.03107	1289.3606	141.46776
586.1132	-6.2541714	1290.6523	141.75159
586.22754	-6.29008	1290.9404	141.78256
587.8158	-1.2718254	1291.43	141.89153
587.8158	-1.2718254	1291.43	141.89153
588.8316	0.4232222	1292.1042	141.99493
588.8316	0.4232222	1292.1042	141.99493
589.28674	-0.49456003	1293.1184	142.10611
589.28674	-0.49456003	1293.1184	142.10611
588.2205	1.3921739	1290.7375	141.84529
588.2205	1.3921739	1290.7375	141.84529
590.1011	4.3466015	1291.9379	142.03316
590.1011	4.3466015	1291.9379	142.03316
591.7339	3.5697417	1294.8302	142.36386
591.7339	3.5697417	1294.8302	142.36386
591.7339	3.5697417	1294.8302	142.36386
592.44275	0.39389402	1295.3661	142.44164
592.42224	0.39397573	1295.2866	142.43355
592.12634	-3.3864746	1294.5923	142.35849
590.49097	-5.7632847	1292.0486	142.05994
590.49097	-5.7632847	1292.0486	142.05994
590.94904	-5.3678613	1289.9653	141.8894
590.94904	-5.3678613	1289.9653	141.8894
592.4984	-4.034828	1291.2896	142.0739
592.4984	-4.034828	1291.2896	142.0739
592.4984	-4.034828	1291.2896	142.0739
592.4984	-4.034828	1291.2896	142.0739
589.49744	-5.267619	1293.6167	142.16113
585.16876	-7.1938753	1290.0511	141.65825
583.7821	-5.37311	1288.9202	141.4972
583.7821	-5.37311	1288.9202	141.4972
583.7821	-5.37311	1288.9202	141.4972
583.3998	-3.4312437	1290.7134	141.6442
581.3669	-6.0784864	1293.3677	141.80353
581.3669	-6.0784864	1293.3677	141.80353
573.3337	-7.490608	1288.6097	141.04193
573.19977	-7.4730873	1288.2701	141.00545
567.01306	-6.2538958	1288.4796	140.77367
567.01306	-6.2538958	1288.4796	140.77367
568.3088	-11.439257	1311.5547	142.94339
568.1942	-11.453414	1311.288	142.91438
550.03937	-21.82618	1304.8499	141.62108
550.03937	-21.82618	1304.8499	141.62108
527.98804	-20.594303	1294.0455	139.77658
520.1128	-17.191446	1286.8452	138.80862
528.02515	-16.124514	1292.095	139.59155
528.02515	-16.124514	1292.095	139.59155
528.02515	-16.124514	1292.095	139.59155
529.3766	-14.404854	1287.9304	139.25558
529.3766	-14.404854	1287.9304	139.25558
527.36414	-3.10356	1292.0413	139.55261
526.45337	-0.7712185	1295.7341	139.85995
526.668	-0.8194065	1296.3467	139.92479
530.1914	-6.385338	1305.6746	140.92302
523.45197	-5.410405	1292.7826	139.47467
523.5473	-5.4488173	1293.0984	139.50752
517.396	2.7925463	1293.7792	139.34026
517.396	2.7925463	1293.7792	139.34026
517.396	2.7925463	1293.7792	139.34026
508.43042	14.534422	1290.9357	138.75256
508.62695	14.514731	1291.4562	138.80818
534.1976	13.315138	1351.8984	145.3676
538.73376	-13.117318	1337.5078	144.19893
538.3742	-13.1965885	1336.5215	144.09409
547.16235	-39.129955	1332.4464	144.0948
547.16235	-39.129955	1332.4464	144.0948
555.8325	-62.946503	1321.0823	143.46326
555.48267	-62.892056	1320.2385	143.37177
562.88354	-82.98784	1302.654	142.14896
563.2696	-83.0735	1303.5222	142.2443
552.19946	-84.403824	1269.8687	138.73047
552.0719	-84.370026	1269.6324	138.70357
554.0777	-80.07252	1267.1428	138.53032
554.0777	-80.07252	1267.1428	138.53032
559.9901	-67.82385	1264.0276	138.41801
559.9083	-67.79778	1263.8679	138.40001
572.6214	-55.7181	1266.2161	139.07922
572.45917	-55.71543	1265.8298	139.03735
578.5768	-49.349274	1264.6489	139.15901
578.7496	-49.38418	1264.9583	139.19444
578.90125	-49.181614	1265.031	139.20663
577.84296	-49.196438	1264.4813	139.11276
577.84296	-49.196438	1264.4813	139.11276
577.84296	-49.196438	1264.4813	139.11276
578.7026	-48.849274	1264.4883	139.14789
578.7026	-48.849274	1264.4883	139.14789
579.2269	-48.904537	1264.5881	139.17897
579.2269	-48.904537	1264.5881	139.17897
579.2269	-48.904537	1264.5881	139.17897
576.8818	-52.085907	1266.089	139.22955
576.8818	-52.085907	1266.089	139.22955
573.7787	-52.97665	1262.8745	138.81212
573.7787	-52.97665	1262.8745	138.81212
573.7787	-52.97665	1262.8745	138.81212
574.1739	-52.03643	1262.2755	138.77042
574.13885	-52.031578	1262.1348	138.75613
579.29407	-48.25757	1263.8124	139.10902
579.29407	-48.25757	1263.8124	139.10902
585.1933	-42.97422	1264.9059	139.43762
588.01196	-40.659836	1265.2073	139.57652
588.01196	-40.659836	1265.2073	139.57652
589.5547	-39.613182	1266.717	139.77539
589.5547	-39.613182	1266.717	139.77539
588.30676	-40.999256	1266.5166	139.70863
588.30676	-40.999256	1266.5166	139.70863
588.30676	-40.999256	1266.5166	139.70863
586.0189	-43.066345	1266.2617	139.59555
586.0189	-43.066345	1266.2617	139.59555
584.15485	-44.51286	1265.977	139.49611
582.9652	-45.602142	1265.156	139.3753
582.92426	-45.599213	1265.003	139.35971
582.37415	-45.65899	1264.311	139.27408
582.37415	-45.65899	1264.311	139.27408
582.86865	-45.087944	1263.9924	139.26398
582.86865	-45.087944	1263.9924	139.26398
583.74603	-43.930584	1263.6656	139.26736
583.74603	-43.930584	1263.6656	139.26736
584.26465	-43.273945	1263.5151	139.2734
584.26465	-43.273945	1263.5151	139.2734
584.3512	-43.281105	1263.6482	139.28914
584.3512	-43.281105	1263.6482	139.28914
584.5563	-43.76776	1264.8898	139.4119
584.5563	-43.76776	1264.8898	139.4119
584.4337	-44.33403	1266.1592	139.52374
584.4337	-44.33403	1266.1592	139.52374
583.8815	-44.701733	1265.717	139.46165
583.82184	-44.68532	1265.5767	139.44637
583.82184	-44.68532	1265.5767	139.44637
583.82184	-44.68532	1265.5767	139.44637
584.0533	-44.225002	1265.1753	139.41817
584.0533	-44.225002	1265.1753	139.41817
584.07654	-43.88221	1264.5216	139.35873
584.07654	-43.88221	1264.5216	139.35873
584.25653	-43.7716	1264.423	139.357
584.25653	-43.7716	1264.423	139.357
584.3197	-43.808205	1264.6224	139.37785
584.027	-44.096622	1264.8375	139.386
584.027	-44.096622	1264.8375	139.386
584.3064	-44.244865	1265.7273	139.47893
584.3064	-44.244865	1265.7273	139.47893
584.25256	-44.257164	1265.6144	139.46646
584.25256	-44.257164	1265.6144	139.46646
584.25256	-44.257164	1265.6144	139.46646
583.9259	-44.073902	1264.5918	139.3594
583.9259	-44.073902	1264.5918	139.3594
583.8565	-43.44696	1263.4343	139.24951
583.84155	-43.44372	1263.3706	139.24309
584.74524	-42.54503	1263.5269	139.2924
586.0166	-41.380066	1263.9589	139.38148
586.0166	-41.380066	1263.9589	139.38148
586.4823	-41.096653	1264.5525	139.45406
586.4823	-41.096653	1264.5525	139.45406
586.4823	-41.096653	1264.5525	139.45406
586.4975	-41.47825	1265.205	139.51498
586.18463	-41.15889	1264.1042	139.40108
586.18463	-41.15889	1264.1042	139.40108
586.69226	-41.03704	1265.1638	139.51816
586.69226	-41.03704	1265.1638	139.51816
586.14923	-42.366314	1266.8354	139.65092
586.14923	-42.366314	1266.8354	139.65092
584.5318	-43.320084	1265.0259	139.42183
584.5318	-43.320084	1265.0259	139.42183
584.2653	-44.00792	1265.659	139.47028
584.2653	-44.00792	1265.659	139.47028
583.05	-44.787643	1264.9495	139.35747
583.05	-44.787643	1264.9495	139.35747
582.529	-44.83956	1264.7911	139.32147
582.6022	-44.829247	1264.98	139.34164
