x	y	z	diognalDistance	speedX	speedY	maxControlValue
-41.20884	-15.220468	-266.4008	43.929844	2	2	0.0
-41.720196	-15.201754	-266.4043	44.40347	2	2	0.0
-42.133137	-15.125376	-266.53683	44.765816	2	2	0.0
-42.22394	-14.810113	-266.30466	44.745956	2	2	0.0
-42.494385	-14.63952	-266.4678	44.945393	2	2	0.0
-42.624584	-14.451184	-265.61517	45.007687	2	2	0.0
-42.856873	-14.137786	-265.30072	45.12858	2	2	0.0
-43.267315	-13.897693	-265.17392	45.444542	2	2	0.0
-43.267315	-13.897693	-265.17392	45.444542	2	2	0.0
-43.51242	-13.788054	-265.14975	45.644726	2	2	0.0
-43.51242	-13.788054	-265.14975	45.644726	2	2	0.0
-43.868206	-13.362845	-265.51993	45.858315	2	2	0.0
-43.868206	-13.362845	-265.51993	45.858315	2	2	0.0
-44.118076	-13.051374	-265.25018	46.008076	2	2	0.0
-44.45824	-12.873835	-265.8597	46.28467	2	2	0.0
-44.45824	-12.873835	-265.8597	46.28467	2	2	0.0
-44.65832	-12.67894	-265.51093	46.423283	2	2	0.0
-44.95384	-12.72531	-266.34436	46.72024	2	2	0.0
-45.185616	-12.890458	-266.4356	46.98834	2	2	0.0
-45.185616	-12.890458	-266.4356	46.98834	2	2	0.0
-45.424313	-13.127375	-266.33356	47.283146	2	2	0.0
-45.852234	-13.373557	-266.32117	47.76274	2	2	0.0
-46.702896	-13.551651	-266.29382	48.629288	2	2	0.0
-46.702896	-13.551651	-266.29382	48.629288	2	2	0.0
-47.225353	-13.832788	-266.98383	49.20955	2	2	0.0
-47.458923	-14.210813	-266.69376	49.54086	2	2	0.0
-47.708664	-14.527405	-266.6097	49.871456	2	2	0.0
-48.039497	-14.686864	-266.67532	50.23442	2	2	0.0
-48.330444	-14.71273	-266.35016	50.520256	2	2	0.0
-48.764366	-14.755217	-266.63428	50.947815	2	2	0.0
-49.17731	-14.611193	-266.36197	51.302	2	2	0.0
-49.64424	-14.462906	-266.70386	51.708088	2	2	0.0
-49.868526	-14.208883	-266.62173	51.853275	2	2	0.0
-49.97165	-13.959336	-266.38666	51.884766	2	2	0.0
-49.920547	-13.552043	-265.59793	51.727352	2	2	0.0
-50.245792	-13.215108	-266.5038	51.954582	2	2	0.0
-50.245792	-13.215108	-266.5038	51.954582	2	2	0.0
-50.71419	-12.4522505	-266.46967	52.22057	2	2	0.0
-50.71419	-12.4522505	-266.46967	52.22057	2	2	0.0
-50.949326	-12.254076	-266.89273	52.402252	2	2	0.0
-50.997902	-12.018323	-267.18948	52.394905	2	2	0.0
-50.60813	-11.544541	-266.1563	51.90818	2	2	0.0
-50.379665	-10.98408	-266.30493	51.56317	2	2	0.0
-50.379665	-10.98408	-266.30493	51.56317	2	2	0.0
-50.298904	-10.475646	-266.27396	51.378197	2	2	0.0
-50.314026	-10.024152	-266.3357	51.302876	2	2	0.0
-50.376343	-9.744961	-266.15076	51.310234	2	2	0.0
-50.32353	-9.581822	-265.98267	51.22762	2	2	0.0
-50.245678	-9.503975	-265.97092	51.136616	2	2	0.0
-50.20322	-9.437736	-265.844	51.08262	2	2	0.0
-49.951275	-9.307715	-265.2391	50.811058	2	2	0.0
-49.951275	-9.307715	-265.2391	50.811058	2	2	0.0
-49.92632	-9.046201	-265.13937	50.739246	2	2	0.0
-50.66221	-8.134218	-268.2888	51.31106	2	2	0.0
-50.633186	-7.676573	-267.64844	51.211807	2	2	0.0
-50.633186	-7.676573	-267.64844	51.211807	2	2	0.0
-50.09212	-7.322585	-265.4698	50.62451	2	2	0.0
-49.954037	-6.5488496	-266.02106	50.381477	2	2	0.0
-49.256607	-6.277846	-264.17075	49.655056	2	2	0.0
-48.96497	-5.776942	-263.63034	49.304577	2	2	0.0
-48.487392	-5.3692207	-262.64465	48.783768	2	2	0.0
-48.092445	-5.05894	-262.6335	48.35779	2	2	0.0
-48.092445	-5.05894	-262.6335	48.35779	2	2	0.0
-47.944485	-4.7721953	-262.73175	48.1814	2	2	0.0
-47.531193	-4.338373	-261.43646	47.728775	2	2	0.0
-47.55528	-3.8880754	-263.27042	47.71396	2	2	0.0
-47.36965	-3.2988973	-262.72452	47.484383	2	2	0.0
-47.194736	-2.767362	-261.97424	47.275803	2	2	0.0
-46.89415	-2.159059	-260.8079	46.94383	2	2	0.0
-46.772373	-1.5643367	-261.77826	46.798527	2	2	0.0
-46.342373	-1.043841	-260.9895	46.354126	2	2	0.0
-46.13482	-0.42303476	-262.69897	46.13676	2	2	0.0
-45.660423	0.03066956	-262.2503	45.660435	2	2	0.0
-45.490166	0.52534896	-263.46866	45.4932	2	2	0.0
-45.490166	0.52534896	-263.46866	45.4932	2	2	0.0
-45.044506	0.9595379	-261.62503	45.054726	2	2	0.0
-44.486298	1.3214692	-261.2258	44.50592	2	2	0.0
-43.257805	2.1983547	-259.77548	43.31363	2	2	0.0
-43.257805	2.1983547	-259.77548	43.31363	2	2	0.0
-43.185894	2.6067605	-262.3874	43.264496	2	2	0.0
-42.693684	3.1053026	-262.42163	42.806465	2	2	0.0
-42.693684	3.1053026	-262.42163	42.806465	2	2	0.0
-42.429066	3.8562422	-261.03168	42.603947	2	2	0.0
-42.333797	4.5433755	-263.2776	42.5769	2	2	0.0
-41.838943	5.043864	-263.3081	42.141876	2	2	0.0
-40.97456	5.3134937	-261.06293	41.317642	2	2	0.0
-40.38972	5.7301836	-260.44986	40.794174	2	2	0.0
-40.080883	6.15641	-261.62082	40.550938	2	2	0.0
-40.080883	6.15641	-261.62082	40.550938	2	2	0.0
-39.610004	6.2566485	-259.19437	40.101097	2	2	0.0
-39.395634	6.695245	-258.218	39.96051	2	2	0.0
-39.20071	7.170796	-258.9294	39.851173	2	2	0.0
-39.20071	7.170796	-258.9294	39.851173	2	2	0.0
-38.601704	7.9918766	-256.7782	39.420322	2	2	0.0
-38.601704	7.9918766	-256.7782	39.420322	2	2	0.0
-38.12988	8.534527	-256.89743	39.073338	2	2	0.0
-37.665577	9.037491	-257.02686	38.734634	2	2	0.0
-37.665577	9.037491	-257.02686	38.734634	2	2	0.0
-37.26111	9.635119	-259.11047	38.4867	2	2	0.0
-37.26111	9.635119	-259.11047	38.4867	2	2	0.0
-36.637955	10.022669	-256.45178	37.984123	2	2	0.0
-36.157238	10.511216	-256.49423	37.654102	2	2	0.0
-36.157238	10.511216	-256.49423	37.654102	2	2	0.0
-36.484585	11.046985	-264.68256	38.120346	2	2	0.0
-35.357704	11.205857	-259.53577	37.09095	2	2	0.0
-34.708332	11.542856	-256.627	36.577396	2	2	0.0
-34.708332	11.542856	-256.627	36.577396	2	2	0.0
-34.82971	12.517133	-262.1331	37.010635	2	2	0.0
-33.545467	13.57099	-259.20035	36.1866	2	2	0.0
-33.545467	13.57099	-259.20035	36.1866	2	2	0.0
-33.040516	14.078511	-259.0953	35.9149	2	2	0.0
-33.32169	14.976134	-262.09293	36.532444	2	2	0.0
-33.18621	14.878527	-260.4279	36.368877	2	2	0.0
-32.518433	15.573636	-258.88632	36.05533	2	2	0.0
-31.084356	16.9223	-258.64914	35.39211	2	2	0.0
-31.084356	16.9223	-258.64914	35.39211	2	2	0.0
-30.28071	17.770006	-257.81738	35.10975	2	2	0.0
-29.414873	18.457865	-256.5142	34.726467	2	2	0.0
-29.160725	19.228884	-258.95792	34.929897	2	2	0.0
-28.623705	19.824127	-258.5979	34.81828	2	1	0.0
-28.623705	19.824127	-258.5979	34.81828	2	1	0.0
-28.300322	20.925386	-261.62897	35.19631	2	1	0.0
-27.498398	21.462687	-257.6751	34.882786	2	1	0.0
-27.498398	21.462687	-257.6751	34.882786	2	1	0.0
-26.5671	22.207634	-255.75475	34.626434	2	1	0.0
-26.5671	22.207634	-255.75475	34.626434	2	1	0.0
-26.060116	23.226366	-257.95676	34.908363	2	1	0.0
-25.546011	24.091507	-257.87357	35.11409	2	1	0.0
-25.546011	24.091507	-257.87357	35.11409	2	1	0.0
-25.022226	24.926441	-257.52975	35.319107	2	1	0.0
-24.521685	25.431906	-255.56195	35.328384	2	1	0.0
-24.100225	26.367067	-256.00677	35.721745	2	0	0.0
-23.14987	28.104261	-256.28046	36.411068	2	0	0.0
-23.14987	28.104261	-256.28046	36.411068	2	0	0.0
-22.658642	29.082047	-256.53143	36.86705	2	0	0.0
-22.658642	29.082047	-256.53143	36.86705	2	0	0.0
-22.173876	30.06657	-256.62003	37.358795	2	0	0.0
-21.200361	32.042618	-255.54318	38.42115	2	0	0.0
-21.205555	32.045097	-255.60585	38.426083	2	0	0.0
-20.596771	33.040237	-254.7578	38.934357	2	0	0.0
-20.596771	33.040237	-254.7578	38.934357	2	0	0.0
-19.741919	35.84368	-255.40913	40.920815	2	0	0.0
-19.732687	35.827538	-255.29054	40.902218	2	0	0.0
-19.731352	37.635662	-259.2946	42.494343	2	0	0.0
-19.339426	39.14468	-259.99796	43.66142	2	0	0.0
-18.740208	40.1167	-257.31607	44.27804	2	-1	0.0
-18.21499	41.352726	-257.8812	45.186657	2	-1	0.0
-17.743622	42.64203	-258.14294	46.186348	2	-1	0.0
-17.743622	42.64203	-258.14294	46.186348	2	-1	0.0
-17.003792	45.605556	-258.95584	48.67233	2	-1	0.0
-17.003792	45.605556	-258.95584	48.67233	2	-1	0.0
-16.717754	46.88307	-258.50858	49.77455	2	-2	0.0
-16.237995	47.61719	-255.51184	50.309734	2	-2	0.0
-16.237995	47.61719	-255.51184	50.309734	2	-2	0.0
-15.996307	48.78167	-255.96606	51.337444	2	-2	0.0
-15.996307	48.78167	-255.96606	51.337444	2	-2	0.0
-15.706101	50.16446	-256.90195	52.565716	2	-2	0.0
-15.377638	51.3814	-256.40143	53.633198	2	-2	0.0
-15.132286	52.536057	-256.02847	54.671963	2	-2	0.0
-15.132286	52.536057	-256.02847	54.671963	2	-2	0.0
-14.710583	53.780895	-255.85835	55.75649	2	-2	0.0
-13.805874	56.217186	-255.68286	57.8876	2	-2	0.0
-13.805874	56.217186	-255.68286	57.8876	2	-2	0.0
-13.331675	57.54551	-256.4103	59.069614	2	-2	0.0
-12.904343	58.59267	-256.00964	59.99686	2	-2	0.0
-12.904343	58.59267	-256.00964	59.99686	2	-2	0.0
-12.700465	59.7493	-256.0552	61.084206	2	-2	0.0
-12.4321785	60.557995	-254.52388	61.82095	2	-2	0.0
-12.170033	61.89973	-255.3563	63.084755	2	-2	0.0
-12.170033	61.89973	-255.3563	63.084755	2	-2	0.0
-11.740198	62.971874	-255.25714	64.05692	2	-2	0.0
-11.303135	64.33957	-255.94003	65.32489	2	-2	0.0
-11.303135	64.33957	-255.94003	65.32489	2	-2	0.0
-10.588868	66.8346	-255.64572	67.66822	2	-2	0.0
-10.588868	66.8346	-255.64572	67.66822	2	-2	0.0
-10.20415	68.128365	-256.44608	68.888306	2	-2	0.0
-9.790657	69.4326	-257.18417	70.11949	2	-2	0.0
-9.37182	70.55659	-257.57755	71.176285	2	-2	0.0
-9.37182	70.55659	-257.57755	71.176285	2	-2	0.0
-8.998798	71.69755	-257.48633	72.26006	2	-2	0.0
-8.998798	71.69755	-257.48633	72.26006	2	-2	0.0
-8.838691	72.91374	-257.54623	73.44751	2	-2	0.0
-8.792323	74.01346	-257.86148	74.53387	2	-2	0.0
-8.792323	74.01346	-257.86148	74.53387	2	-2	0.0
-8.792323	74.01346	-257.86148	74.53387	2	-2	0.0
-8.578538	76.54652	-260.19473	77.02571	2	-2	0.0
-8.578538	76.54652	-260.19473	77.02571	2	-2	0.0
-8.175404	77.18165	-260.45007	77.61343	2	-2	0.0
-7.7816544	77.92218	-261.33	78.30977	2	-2	0.0
-7.7816544	77.92218	-261.33	78.30977	2	-2	0.0
-7.420924	78.68873	-262.3315	79.03788	2	-2	0.0
-6.9217677	79.339806	-263.04517	79.64117	2	-2	0.0
-6.9217677	79.339806	-263.04517	79.64117	2	-2	0.0
-6.9217677	79.339806	-263.04517	79.64117	2	-2	0.0
-6.9217677	79.339806	-263.04517	79.64117	2	-2	0.0
-6.9217677	79.339806	-263.04517	79.64117	2	-2	0.0
-6.9217677	79.339806	-263.04517	79.64117	2	-2	0.0
-6.9217677	79.339806	-263.04517	79.64117	2	-2	0.0
-43.22294	77.64695	-266.2058	88.86659	2	-2	0.0
-43.22294	77.64695	-266.2058	88.86659	2	-2	0.0
-43.356853	77.36451	-266.61234	88.68531	2	-2	0.0
-43.356853	77.36451	-266.61234	88.68531	2	-2	0.0
-43.308483	76.809555	-266.5213	88.17784	2	-2	0.0
-43.12266	76.2804	-266.40543	87.6257	2	-2	0.0
-43.116352	75.79999	-266.2496	87.20469	2	-2	0.0
-43.264427	75.43542	-266.1526	86.961555	2	-2	0.0
-43.264427	75.43542	-266.1526	86.961555	2	-2	0.0
-43.267204	74.97673	-266.29462	86.56536	2	-2	0.0
-43.212425	74.55113	-266.1341	86.16951	2	-2	0.0
-43.352448	74.148	-266.62473	85.89156	2	-2	0.0
-43.485733	73.60501	-266.58527	85.490974	2	-2	0.0
-43.539814	73.09127	-266.44968	85.07673	2	-2	0.0
-43.539814	73.09127	-266.44968	85.07673	2	-2	0.0
-43.539814	73.09127	-266.44968	85.07673	2	-2	0.0
-43.559082	72.06301	-266.3429	84.20493	2	-2	0.0
-43.49318	71.627754	-265.91492	83.79852	2	-2	0.0
-43.654198	71.21673	-265.9414	83.5315	2	-2	0.0
-43.654198	71.21673	-265.9414	83.5315	2	-2	0.0
-44.237404	71.280014	-266.45407	83.891525	2	-2	0.0
-44.237404	71.280014	-266.45407	83.891525	2	-2	0.0
-44.517345	71.56307	-266.93246	84.27969	2	-2	0.0
-44.517345	71.56307	-266.93246	84.27969	2	-2	0.0
-44.72425	71.45684	-266.61322	84.2991	2	-2	0.0
-45.688686	71.452995	-267.4974	84.81148	2	-2	0.0
-45.688686	71.452995	-267.4974	84.81148	2	-2	0.0
-46.336277	71.49599	-267.4614	85.19816	2	-2	0.0
-46.977703	71.52089	-267.58884	85.56952	2	-2	0.0
-46.977703	71.52089	-267.58884	85.56952	2	-2	0.0
-47.436134	71.53702	-268.0403	85.83549	2	-2	0.0
-47.436134	71.53702	-268.0403	85.83549	2	-2	0.0
-47.57436	71.410446	-267.75848	85.806595	2	-2	0.0
-47.603924	71.29354	-267.64597	85.72574	2	-2	0.0
-47.703224	71.3376	-267.96777	85.81754	2	-2	0.0
-47.703224	71.3376	-267.96777	85.81754	2	-2	0.0
-47.759888	71.228264	-267.59894	85.75822	2	-2	0.0
-47.96553	71.31675	-268.2375	85.94633	2	-2	0.0
-47.947044	70.9407	-268.03827	85.62418	2	-2	0.0
-47.891216	70.52373	-268.2016	85.247665	2	-2	0.0
-47.614803	69.970795	-267.901	84.63499	2	-2	0.0
-47.614803	69.970795	-267.901	84.63499	2	-2	0.0
-47.398758	69.46205	-267.6074	84.09292	2	-2	0.0
-47.182446	69.20665	-267.23633	83.76003	2	-2	0.0
-47.12588	69.02116	-267.1535	83.57493	2	-2	0.0
-47.14468	68.78585	-267.5601	83.391335	2	-2	0.0
-47.14468	68.78585	-267.5601	83.391335	2	-2	0.0
-47.023075	68.08837	-267.4782	82.74779	2	-2	0.0
-46.87368	67.19808	-266.95682	81.93121	2	-2	0.0
-46.886692	66.428665	-266.46448	81.30885	2	-2	0.0
-46.886692	66.428665	-266.46448	81.30885	2	-2	0.0
-47.437176	65.54334	-266.11566	80.90868	2	-2	0.0
-47.437176	65.54334	-266.11566	80.90868	2	-2	0.0
-47.437176	65.54334	-266.11566	80.90868	2	-2	0.0
