speedXKp	0.002	speedXYKp	0.002
avgX	avgY	distance	altitude	speedX	speedY	speedZ
x	y	z	distance
109.90985	-51.825966	1202.8435	120.89659
111.172806	-51.00655	1205.6328	121.18216
111.172806	-51.00655	1205.6328	121.18216
114.63599	-52.82488	1208.4364	121.501045
114.63599	-52.82488	1208.4364	121.501045
114.63599	-52.82488	1208.4364	121.501045
115.81557	-56.038254	1207.3944	121.42301
115.81557	-56.038254	1207.3944	121.42301
115.81557	-56.038254	1207.3944	121.42301
115.81557	-56.038254	1207.3944	121.42301
121.47009	-56.10415	1208.5153	121.58996
121.47009	-56.10415	1208.5153	121.58996
121.47009	-56.10415	1208.5153	121.58996
122.912186	-55.53247	1208.0094	121.55155
122.912186	-55.53247	1208.0094	121.55155
119.81617	-54.802605	1208.6512	121.58112
119.81617	-54.802605	1208.6512	121.58112
119.92502	-53.726364	1210.2455	121.735886
125.95972	-53.047287	1215.2867	122.2948
125.95972	-53.047287	1215.2867	122.2948
131.50806	-50.683075	1213.8658	122.20203
131.46468	-50.682205	1213.6068	122.17582
131.46468	-50.682205	1213.6068	122.17582
134.73601	-46.40223	1213.9597	122.2295
134.73601	-46.40223	1213.9597	122.2295
138.4586	-44.366577	1216.58	122.52371
138.4586	-44.366577	1216.58	122.52371
144.25562	-45.37897	1220.7673	123.00983
144.25562	-45.37897	1220.7673	123.00983
148.7668	-44.442543	1217.9154	122.77722
151.03363	-41.75065	1217.4369	122.74799
151.03363	-41.75065	1217.4369	122.74799
151.03363	-41.75065	1217.4369	122.74799
160.12112	-44.62587	1225.7198	123.69395
160.12112	-44.62587	1225.7198	123.69395
165.50516	-46.75345	1223.0806	123.51129
165.46754	-46.744003	1222.812	123.48416
170.354	-47.179607	1222.6189	123.53313
176.54341	-46.542034	1224.7802	123.831345
176.546	-46.542404	1224.7102	123.82446
182.62633	-45.22728	1225.3214	123.96816
182.62633	-45.22728	1225.3214	123.96816
182.62633	-45.22728	1225.3214	123.96816
187.33682	-42.95044	1225.8583	124.083374
187.33682	-42.95044	1225.8583	124.083374
191.0441	-38.574825	1227.3752	124.27533
194.6665	-34.180656	1229.7498	124.553116
194.59982	-34.169163	1229.4158	124.51907
200.06424	-31.393358	1232.4087	124.89366
200.06424	-31.393358	1232.4087	124.89366
206.70122	-30.108213	1235.5693	125.310165
206.70122	-30.108213	1235.5693	125.310165
212.87311	-29.385283	1236.5013	125.50355
212.87311	-29.385283	1236.5013	125.50355
220.28404	-29.35926	1240.4453	126.01951
220.26031	-29.355885	1240.3098	126.00574
228.53392	-29.360607	1242.4012	126.35864
228.53392	-29.360607	1242.4012	126.35864
235.64864	-28.804644	1242.2716	126.47524
235.58795	-28.827785	1241.841	126.43186
240.86343	-28.629467	1241.1692	126.46485
240.79323	-28.63456	1240.8197	126.42922
245.7824	-28.516335	1241.4702	126.58872
250.93826	-27.209463	1241.332	126.67342
250.93619	-27.21074	1241.323	126.67249
250.93619	-27.21074	1241.323	126.67249
253.84813	-25.006912	1237.0391	126.30637
253.81961	-25.03138	1236.9115	126.29336
255.08272	-23.628244	1236.2251	126.24887
255.08272	-23.628244	1236.2251	126.24887
255.99702	-21.379002	1235.3357	126.1763
256.05695	-21.381306	1235.7543	126.2185
256.32513	-18.665081	1236.2865	126.271736
256.63837	-17.814678	1236.7673	126.32395
256.63837	-17.814678	1236.7673	126.32395
259.5624	-18.499699	1238.2476	126.52951
259.5624	-18.499699	1238.2476	126.52951
259.5624	-18.499699	1238.2476	126.52951
262.56543	-18.789413	1237.4897	126.51776
262.53333	-18.788313	1237.2755	126.49614
264.29254	-18.920727	1237.8188	126.5861
265.39673	-20.255966	1238.2997	126.65827
265.39673	-20.255966	1238.2997	126.65827
267.81833	-22.434723	1238.508	126.73326
267.81833	-22.434723	1238.508	126.73326
269.99548	-24.476183	1237.5525	126.68989
270.08804	-24.458488	1237.8944	126.72522
270.08804	-24.458488	1237.8944	126.72522
271.9022	-24.497448	1236.5	126.62792
271.8395	-24.51766	1236.2971	126.60681
272.72595	-22.850647	1237.313	126.72193
272.60504	-22.612448	1238.7168	126.85598
272.60504	-22.612448	1238.7168	126.85598
275.95102	-24.118168	1241.7976	127.23176
275.95102	-24.118168	1241.7976	127.23176
275.95102	-24.118168	1241.7976	127.23176
281.09756	-25.691957	1242.3586	127.40215
285.38953	-24.981892	1242.67	127.526474
285.38953	-24.981892	1242.67	127.526474
290.39615	-20.669666	1244.1703	127.77781
290.39243	-20.671482	1244.0973	127.77062
294.83182	-17.126049	1246.4487	128.0958
294.79352	-17.126837	1246.2361	128.07423
298.55643	-15.755368	1247.8677	128.31828
298.55643	-15.755368	1247.8677	128.31828
302.8096	-14.643716	1249.1428	128.5405
302.8096	-14.643716	1249.1428	128.5405
304.7893	-14.545299	1247.6426	128.44142
307.1591	-15.486184	1248.3226	128.565
307.1591	-15.486184	1248.3226	128.565
307.1591	-15.486184	1248.3226	128.565
310.42685	-16.93247	1249.2152	128.73189
310.42685	-16.93247	1249.2152	128.73189
314.37494	-18.153168	1247.6906	128.6815
314.28778	-18.161419	1247.4019	128.65138
323.29614	-17.884441	1252.2474	129.3431
323.24652	-17.867163	1252.0974	129.32732
331.33478	-17.109833	1248.1504	129.14932
337.2998	-17.806595	1249.4856	129.43347
337.22418	-17.801147	1249.2534	129.40909
343.56207	-20.121918	1251.6122	129.8065
343.56207	-20.121918	1251.6122	129.8065
351.94638	-21.224928	1253.2432	130.18968
351.75616	-21.210365	1252.6569	130.12807
351.75616	-21.210365	1252.6569	130.12807
358.71924	-19.574434	1252.8342	130.3325
362.95322	-17.676281	1254.6351	130.61993
362.9251	-17.663042	1254.4839	130.60461
367.17166	-18.004725	1257.0299	130.96806
367.1128	-17.987673	1256.8164	130.94589
371.85776	-18.200453	1254.9083	130.89708
371.79868	-18.182865	1254.7484	130.88004
377.1017	-16.820992	1255.9706	131.1469
377.1017	-16.820992	1255.9706	131.1469
377.1017	-16.820992	1255.9706	131.1469
379.7068	-16.605717	1257.5	131.36815
384.53937	-17.485054	1260.803	131.82565
384.4838	-17.466549	1260.663	131.81062
391.88403	-17.640999	1262.5533	132.20912
391.66336	-17.628292	1261.9259	132.14265
398.5042	-16.482126	1263.233	132.47018
398.4039	-16.461418	1262.9451	132.43968
402.14514	-14.866785	1263.537	132.60722
402.09653	-14.884039	1263.3046	132.58362
405.15015	-13.957487	1264.8444	132.82216
405.15015	-13.957487	1264.8444	132.82216
408.49667	-12.527553	1263.4663	132.79207
408.41077	-12.525092	1263.239	132.7678
413.45032	-9.398064	1264.7234	133.0622
413.45032	-9.398064	1264.7234	133.0622
417.53876	-5.166161	1267.0875	133.412
417.34482	-5.1475086	1266.5681	133.35658
420.13995	-0.41612208	1268.2811	133.60594
420.24503	-0.41318005	1268.5939	133.63893
422.68875	3.834355	1268.5947	133.71661
422.68875	3.834355	1268.5947	133.71661
425.00412	7.0475473	1270.6957	133.99051
425.00412	7.0475473	1270.6957	133.99051
426.70087	10.199314	1272.4939	134.21693
426.70087	10.199314	1272.4939	134.21693
430.14645	12.47373	1274.9542	134.56187
430.14645	12.47373	1274.9542	134.56187
435.09375	13.928981	1278.2054	135.03
439.4769	15.699464	1280.0482	135.34807
439.43774	15.710726	1279.887	135.33156
444.2708	18.296638	1282.4636	135.73593
444.15268	18.291279	1282.1198	135.69957
444.15268	18.291279	1282.1198	135.69957
447.80725	19.353357	1284.4797	136.04388
447.72842	19.354698	1284.3301	136.02718
450.82007	19.169825	1284.0197	136.0997
450.82007	19.169825	1284.0197	136.0997
455.74326	19.639694	1286.0879	136.45915
460.96722	19.850872	1289.2949	136.9367
461.17908	19.860184	1289.8477	136.99591
466.49692	17.676737	1290.3455	137.21965
466.45233	17.656635	1290.1918	137.20366
472.77066	16.83617	1292.2877	137.61552
472.66425	16.833494	1292.0381	137.58842
478.52728	18.210419	1293.8983	137.96713
478.52728	18.210419	1293.8983	137.96713
483.98483	21.967003	1296.8678	138.44096
483.84375	21.94868	1296.5327	138.4046
483.84375	21.94868	1296.5327	138.4046
488.83264	26.135548	1296.8048	138.61252
493.3717	29.022303	1298.6733	138.95361
493.27914	29.03239	1298.4248	138.92711
498.3577	33.646584	1302.2826	139.47876
503.42273	40.31645	1302.5974	139.70753
503.46024	40.30384	1302.6976	139.71822
503.46024	40.30384	1302.6976	139.71822
507.52667	45.95139	1304.0662	140.01012
507.52667	45.95139	1304.0662	140.01012
508.68903	49.96092	1306.0737	140.25296
508.7512	54.118515	1308.6359	140.50923
508.7512	54.118515	1308.6359	140.50923
511.25735	56.986298	1311.1948	140.84967
511.25735	56.986298	1311.1948	140.84967
515.7717	57.065178	1314.0447	141.27953
518.60693	55.380486	1316.4697	141.602
518.60693	55.380486	1316.4697	141.602
518.60693	55.380486	1316.4697	141.602
520.8881	54.802597	1316.7593	141.71037
520.8881	54.802597	1316.7593	141.71037
525.69867	56.674355	1318.437	142.05095
525.69867	56.674355	1318.437	142.05095
528.2155	58.10467	1318.097	142.11853
528.2155	58.10467	1318.097	142.11853
529.6067	59.479248	1319.3267	142.28998
531.6993	62.179646	1320.8888	142.52429
531.681	62.173668	1320.804	142.51573
531.681	62.173668	1320.804	142.51573
535.42816	65.08556	1323.6244	142.9301
535.42816	65.08556	1323.6244	142.9301
538.0177	67.73757	1324.7969	143.14812
537.57056	70.47206	1327.314	143.3775
537.58923	70.47741	1327.3986	143.38606
535.3921	71.30222	1328.8213	143.4397
535.3921	71.30222	1328.8213	143.4397
535.10974	71.099075	1330.3628	143.57098
535.17706	71.09435	1330.5723	143.59288
536.63824	69.43576	1332.8452	143.84985
536.63824	69.43576	1332.8452	143.84985
537.9478	67.00503	1333.0642	143.90753
537.9478	67.00503	1333.0642	143.90753
539.4498	64.81157	1333.1411	143.96083
539.4498	64.81157	1333.1411	143.96083
541.3545	62.2036	1333.9507	144.09575
541.3545	62.2036	1333.9507	144.09575
542.16284	59.086918	1335.6224	144.26778
542.16284	59.086918	1335.6224	144.26778
538.8532	55.107227	1335.1368	144.08296
534.8419	53.559002	1330.1113	143.46152
534.8419	53.559002	1330.1113	143.46152
534.8419	53.559002	1330.1113	143.46152
535.08716	55.79186	1330.2471	143.49174
535.08716	55.79186	1330.2471	143.49174
535.37897	55.619778	1333.703	143.82239
535.49585	55.626965	1333.9644	143.851
534.3499	52.038494	1335.9132	143.97577
534.2445	52.04422	1335.6418	143.94669
534.2445	52.04422	1335.6418	143.94669
536.2346	50.397373	1332.7631	143.74786
539.2513	51.882248	1333.4825	143.9326
539.0993	51.81524	1333.0852	143.88985
539.0993	51.81524	1333.0852	143.88985
542.49884	53.822372	1335.1061	144.21199
542.49884	53.822372	1335.1061	144.21199
544.92175	57.694935	1336.2427	144.42343
545.0606	57.74093	1336.5334	144.45576
546.1205	62.89659	1338.1031	144.66249
546.1205	62.89659	1338.1031	144.66249
546.93774	64.56313	1340.9764	144.96645
548.23047	62.58188	1343.1362	145.20634
548.23047	62.58188	1343.1362	145.20634
550.9475	59.96077	1343.371	145.31978
550.822	59.98411	1343.0933	145.28944
550.822	59.98411	1343.0933	145.28944
554.07556	57.88143	1342.8656	145.38356
554.07556	57.88143	1342.8656	145.38356
558.73694	56.442795	1344.4738	145.70457
562.7307	52.913128	1345.94	145.98013
562.5957	52.950474	1345.5663	145.94061
565.7566	50.579754	1343.9196	145.90266
565.7566	50.579754	1343.9196	145.90266
569.20734	52.451286	1343.2728	145.9839
569.1006	52.45689	1343.0146	145.95601
571.3356	54.711475	1344.7737	146.21333
571.3828	54.72065	1344.9612	146.23247
571.48267	55.916996	1344.6677	146.2139
571.48267	55.916996	1344.6677	146.2139
571.42053	61.062653	1342.0039	145.98714
571.42053	61.062653	1342.0039	145.98714
572.07385	68.000114	1342.9937	146.13434
572.07385	68.000114	1342.9937	146.13434
571.614	70.172646	1345.1082	146.32098
571.7786	70.21002	1345.5287	146.36624
572.3968	67.917114	1346.8109	146.49745
572.3968	67.917114	1346.8109	146.49745
572.3968	67.917114	1346.8109	146.49745
574.7697	64.770424	1347.4294	146.63293
577.58716	63.14094	1347.1831	146.71387
577.4651	63.090614	1346.8761	146.68065
580.77277	62.743725	1347.5865	146.8749
580.77277	62.743725	1347.5865	146.8749
582.54675	63.75002	1345.2313	146.7335
582.54675	63.75002	1345.2313	146.7335
584.9166	65.70315	1346.9379	146.99272
585.418	67.08822	1348.589	147.17023
585.418	67.08822	1348.589	147.17023
585.10016	69.6597	1349.8309	147.28334
585.10016	69.6597	1349.8309	147.28334
585.10016	69.6597	1349.8309	147.28334
586.9965	73.25962	1352.0049	147.57538
586.9965	73.25962	1352.0049	147.57538
589.98425	75.501076	1354.42	147.92685
593.5513	75.45546	1356.9362	148.29944
593.5513	75.45546	1356.9362	148.29944
593.5513	75.45546	1356.9362	148.29944
596.37274	74.55423	1357.3696	148.44768
598.96814	74.47911	1358.3098	148.63766
599.07495	74.52887	1358.5386	148.66312
599.07495	74.52887	1358.5386	148.66312
602.0379	74.95998	1359.7056	148.8915
602.0379	74.95998	1359.7056	148.8915
604.80304	76.52474	1361.1814	149.14615
607.24695	79.8515	1363.6132	149.48465
607.24695	79.8515	1363.6132	149.48465
609.1248	84.405655	1365.8722	149.79199
609.2659	84.46297	1366.2136	149.8292
608.3367	86.53175	1364.2699	149.62598
608.3367	86.53175	1364.2699	149.62598
610.3071	85.81473	1366.9207	149.9437
610.3071	85.81473	1366.9207	149.9437
612.1259	83.43292	1367.3003	150.03897
612.1259	83.43292	1367.3003	150.03897
614.6104	81.39098	1367.9943	150.1925
614.6104	81.39098	1367.9943	150.1925
617.4916	78.49433	1369.4293	150.42586
617.37744	78.514626	1369.1692	150.3976
619.0137	75.78088	1367.8065	150.32683
619.0717	75.78305	1367.9021	150.33792
619.40454	76.17102	1365.8771	150.16937
618.6296	78.50004	1365.2501	150.09239
618.6296	78.50004	1365.2501	150.09239
618.6296	78.50004	1365.2501	150.09239
617.5641	78.97463	1366.1903	150.13655
617.5641	78.97463	1366.1903	150.13655
616.6943	75.84909	1367.6598	150.21844
616.6943	75.84909	1367.6598	150.21844
615.7265	71.9601	1366.0854	150.01624
615.7265	71.9601	1366.0854	150.01624
613.71466	68.78681	1364.049	149.73332
607.93695	65.608986	1360.4979	149.1592
607.93695	65.608986	1360.4979	149.1592
607.93695	65.608986	1360.4979	149.1592
600.7018	63.97629	1355.365	148.38968
600.79626	63.993702	1355.5415	148.40971
595.7261	65.58325	1352.4224	147.92691
595.7261	65.58325	1352.4224	147.92691
591.0934	67.809555	1350.6678	147.59042
585.77747	67.55839	1350.8497	147.39384
585.77747	67.55839	1350.8497	147.39384
585.77747	67.55839	1350.8497	147.39384
579.28845	65.3505	1348.7312	146.93271
571.4845	63.94999	1344.4524	146.2271
571.4845	63.94999	1344.4524	146.2271
563.5244	62.991962	1340.3374	145.5346
549.49243	60.163822	1336.3942	144.62057
549.5894	60.18609	1336.5901	144.64246
540.63354	55.324024	1334.4277	144.0848
540.63354	55.324024	1334.4277	144.0848
529.11053	51.346786	1326.8059	142.93384
529.17737	51.355194	1326.9763	142.95216
518.8707	50.490757	1320.5691	141.97461
510.6834	50.73345	1318.2472	141.46191
510.6834	50.73345	1318.2472	141.46191
501.62906	50.30282	1315.1887	140.8504
501.62906	50.30282	1315.1887	140.8504
493.6949	49.90976	1316.537	140.69453
493.634	49.903046	1316.3687	140.67664
485.17847	49.1121	1314.8462	140.2366
485.26837	49.113163	1315.0153	140.25557
477.08286	44.920418	1313.5435	139.82211
477.08286	44.920418	1313.5435	139.82211
471.59082	40.505043	1312.125	139.48872
471.59082	40.505043	1312.125	139.48872
466.367	38.69697	1307.0393	138.82893
466.367	38.69697	1307.0393	138.82893
457.63962	39.14186	1304.6694	138.31589
457.63962	39.14186	1304.6694	138.31589
445.65045	40.561867	1299.9624	137.4828
445.89227	40.566742	1300.6416	137.55487
434.65625	42.54889	1297.0742	136.86264
421.80112	44.009216	1294.3152	136.20222
421.85114	44.015854	1294.4751	136.219
406.95685	44.44357	1291.2092	135.45517
407.2348	44.456173	1292.2148	135.55942
407.2348	44.456173	1292.2148	135.55942
395.29742	42.349686	1297.0486	135.66092
395.24948	42.32065	1296.8003	135.6357
382.11432	36.75946	1291.6667	134.75035
382.22937	36.82536	1292.3357	134.81792
371.0954	30.613789	1292.1362	134.47174
357.9704	23.863968	1286.7334	133.58125
358.07712	23.860228	1287.0825	133.61774
343.78497	18.063705	1280.3832	132.58565
343.78497	18.063705	1280.3832	132.58565
343.78497	18.063705	1280.3832	132.58565
332.1372	12.917244	1277.6202	132.01498
332.23758	12.933788	1278.0063	132.05489
320.78128	8.757711	1268.3247	130.82909
308.9745	8.196746	1259.7323	129.7096
309.0467	8.171199	1260.0457	129.74173
296.28256	11.044933	1255.0853	128.96295
296.34552	11.045343	1255.3011	128.98541
283.63028	12.608078	1253.3217	128.5076
283.99362	12.568025	1255.1976	128.69853
269.67255	10.343325	1252.717	128.14563
269.79984	10.351629	1253.3689	128.21202
253.96033	8.304973	1246.2125	127.18532
254.00621	8.3212385	1246.4302	127.20757
238.1098	10.765556	1241.6581	126.43287
238.1098	10.765556	1241.6581	126.43287
222.81796	13.168106	1239.9635	125.98931
222.95471	13.168419	1240.7561	126.06973
206.81548	12.5115795	1239.7458	125.69403
206.88081	12.520201	1240.3005	125.74983
190.29077	11.414514	1235.8844	125.05003
190.28572	11.418777	1235.9963	125.06103
173.43071	11.998438	1234.0178	124.62031
173.46626	12.011752	1234.1597	124.63487
173.46626	12.011752	1234.1597	124.63487
158.2268	13.807015	1229.4915	123.97078
147.1359	15.398351	1227.4326	123.631584
147.08824	15.392967	1227.026	123.59064
137.75865	12.940536	1232.7288	124.046974
137.75865	12.940536	1232.7288	124.046974
123.608215	7.9553328	1232.2094	123.84192
110.40688	6.2552814	1225.178	123.01584
110.44239	6.2793837	1225.3801	123.03631
105.53298	5.325751	1223.1279	122.76839
105.51315	5.327785	1223.0557	122.76102
105.51315	5.327785	1223.0557	122.76102
101.04851	6.8539476	1229.4003	123.35651
101.04851	6.8539476	1229.4003	123.35651
85.1986	12.738634	1234.2065	123.72093
68.48291	20.919628	1228.2389	123.03245
68.505264	20.927755	1228.6421	123.07283
60.704933	22.609875	1225.5465	122.72573
60.725624	22.627522	1225.844	122.75558
53.498882	19.534622	1225.6278	122.69504
53.499878	19.523064	1226.2871	122.76089
47.856186	21.071873	1219.8025	122.09228
47.856186	21.071873	1219.8025	122.09228
47.856186	21.071873	1219.8025	122.09228
48.09941	29.015942	1217.0461	121.83418
49.799377	40.770256	1219.6184	122.13153
49.787758	40.759056	1219.3668	122.10633
48.748222	50.710278	1222.2675	122.428986
48.69803	50.683098	1221.8915	122.391136
48.69803	50.683098	1221.8915	122.391136
49.165833	57.333946	1219.8998	122.22357
52.61175	58.62393	1216.3373	121.88852
52.61175	58.62393	1216.3373	121.88852
54.50771	55.681046	1219.0294	122.15172
54.50771	55.681046	1219.0294	122.15172
53.12952	51.863445	1212.8152	121.508575
53.12952	51.863445	1212.8152	121.508575
52.24067	49.048725	1218.7319	122.08369
49.966866	44.40834	1219.3551	122.118614
49.966866	44.40834	1219.3551	122.118614
48.95975	40.168972	1213.9612	121.561195
48.94602	40.144386	1214.2728	121.59218
51.33843	39.971573	1219.319	122.10537
51.33843	39.971573	1219.319	122.10537
55.19394	39.88867	1220.9492	122.28469
55.19394	39.88867	1220.9492	122.28469
58.09957	39.752205	1220.2618	122.22908
58.07148	39.72641	1220.1334	122.21604
60.915028	39.751606	1220.1704	122.23366
60.972485	39.776825	1220.5587	122.27278
64.21709	39.602066	1220.5867	122.291626
67.63314	39.519527	1222.8147	122.53211
67.607025	39.523853	1222.5535	122.505905
72.7517	39.621387	1223.3835	122.618515
72.7517	39.621387	1223.3835	122.618515
72.7517	39.621387	1223.3835	122.618515
77.44327	39.437443	1223.6171	122.669945
77.44327	39.437443	1223.6171	122.669945
81.08441	36.792587	1225.8699	122.90994
81.08441	36.792587	1225.8699	122.90994
82.971	32.007538	1225.7949	122.901665
82.786865	26.877369	1224.3605	122.74505
82.786865	26.877369	1224.3605	122.74505
80.51551	23.936089	1219.2512	122.21412
80.51551	23.936089	1219.2512	122.21412
79.233215	25.753048	1218.1813	122.10269
79.233215	25.753048	1218.1813	122.10269
79.233215	25.753048	1218.1813	122.10269
78.71833	30.044083	1218.7843	122.16933
78.546326	33.22416	1219.6239	122.260216
78.546326	33.22416	1219.6239	122.260216
77.891624	35.394444	1220.1569	122.31528
77.891624	35.394444	1220.1569	122.31528
77.48357	37.664867	1220.2828	122.33203
77.48357	37.664867	1220.2828	122.33203
77.57861	42.014893	1222.7919	122.597046
76.49846	47.14163	1226.1555	122.94437
76.49846	47.14163	1226.1555	122.94437
73.91868	48.953445	1226.3112	122.951195
73.91868	48.953445	1226.3112	122.951195
73.11863	48.80046	1226.6721	122.9818
73.11863	48.80046	1226.6721	122.9818
74.826645	49.540707	1228.0754	123.134995
74.826645	49.540707	1228.0754	123.134995
77.39154	51.505928	1229.1503	123.26608
77.39154	51.505928	1229.1503	123.26608
79.749985	52.479195	1230.033	123.37322
79.749985	52.479195	1230.033	123.37322
81.92891	51.69915	1231.0157	123.48218
81.92891	51.69915	1231.0157	123.48218
82.6818	49.86971	1230.5298	123.43123
82.6818	49.86971	1230.5298	123.43123
82.5351	47.98641	1229.6442	123.33449
82.5351	47.98641	1229.6442	123.33449
82.83371	47.354614	1228.5314	123.2231
83.9775	47.80334	1228.1389	123.19344
83.9775	47.80334	1228.1389	123.19344
83.25592	47.901722	1229.2158	123.296295
83.25592	47.901722	1229.2158	123.296295
82.29641	47.14497	1230.1027	123.37535
82.29641	47.14497	1230.1027	123.37535
82.29641	47.14497	1230.1027	123.37535
83.91737	44.758907	1231.7987	123.54649
83.91737	44.758907	1231.7987	123.54649
85.98949	42.52693	1230.3773	123.41115
87.10353	42.111343	1228.5155	123.23192
87.136505	42.110603	1228.804	123.26091
87.136505	42.110603	1228.804	123.26091
88.29558	43.543602	1230.4775	123.44097
89.731285	46.89376	1233.705	123.78525
89.731285	46.89376	1233.705	123.78525
89.731285	46.89376	1233.705	123.78525
89.35994	51.75161	1236.456	124.076065
89.35994	51.75161	1236.456	124.076065
87.1797	54.96528	1239.0623	124.3341
87.1797	54.96528	1239.0623	124.3341
85.97992	54.87654	1241.4473	124.56305
88.23625	52.00254	1248.1265	125.23217
88.23625	52.00254	1248.1265	125.23217
92.784805	46.33507	1253.3715	125.765495
92.784805	46.33507	1253.3715	125.765495
97.79697	40.40667	1257.0225	126.146835
97.79697	40.40667	1257.0225	126.146835
104.55551	35.604713	1260.962	126.57902
104.55551	35.604713	1260.962	126.57902
112.87129	33.68499	1261.5813	126.706825
112.87129	33.68499	1261.5813	126.706825
119.29295	34.34627	1261.7539	126.7846
119.29295	34.34627	1261.7539	126.7846
122.81096	34.687317	1265.2587	127.16781
122.789925	34.68747	1265.1833	127.16012
127.55444	32.81637	1273.6671	128.04588
133.49725	28.551199	1279.481	128.67432
133.51735	28.550537	1279.5498	128.68138
