x	y	z	diognalDistance	speedX	speedY	maxControlValue
-28.735962	73.25609	-291.211	78.6906	4.3132677	-10.0	0.0
-28.939713	72.70284	-291.41702	78.250946	4.3467245	-10.0	0.0
-28.939713	72.70284	-291.41702	78.250946	4.349619	-10.0	0.0
-28.997057	71.95849	-291.1935	77.58127	4.36112	-10.0	0.0
-29.308277	71.41379	-290.82028	77.19394	4.4107337	-10.0	0.0
-29.308277	71.41379	-290.82028	77.19394	4.4136643	-10.0	0.0
-29.308277	71.41379	-290.82028	77.19394	4.4165955	-10.0	0.0
-29.88235	71.401054	-291.32013	77.40197	4.505695	-10.0	0.0
-29.88235	71.401054	-291.32013	77.40197	4.5086827	-10.0	0.0
-30.451122	70.78566	-291.88382	77.05765	4.5970435	-10.0	0.0
-30.451122	70.78566	-291.88382	77.05765	4.600089	-10.0	0.0
-30.51253	70.358154	-292.23575	76.68954	4.612351	-10.0	0.0
-30.518082	69.81621	-292.07504	76.194855	4.616236	-10.0	0.0
-30.518082	69.81621	-292.07504	76.194855	4.619288	-10.0	0.0
-30.518082	69.81621	-292.07504	76.194855	4.6223397	-10.0	0.0
-30.518082	69.81621	-292.07504	76.194855	4.6253915	-10.0	0.0
-30.648584	68.76725	-292.96948	75.28792	4.648031	-10.0	0.0
-30.648584	68.76725	-292.96948	75.28792	4.6510963	-10.0	0.0
-30.8447	68.044365	-292.1711	74.70898	4.683598	-10.0	0.0
-31.254244	67.76367	-292.52463	74.62401	4.748155	-10.0	0.0
-31.254244	67.76367	-292.52463	74.62401	4.7512803	-10.0	0.0
-31.254244	67.76367	-292.52463	74.62401	4.754406	-10.0	0.0
-31.572247	67.34985	-292.30817	74.38286	4.8052635	-10.0	0.0
-32.150433	67.19646	-292.38135	74.49171	4.895207	-10.0	0.0
-32.150433	67.19646	-292.38135	74.49171	4.898422	-10.0	0.0
-32.150433	67.19646	-292.38135	74.49171	4.9016366	-10.0	0.0
-33.16342	68.16893	-293.3985	75.807755	5.0569015	-10.0	0.0
-33.16342	68.16893	-293.3985	75.807755	5.060218	-10.0	0.0
-34.42858	69.67215	-294.34302	77.71445	5.2534347	-10.0	0.0
-35.908585	71.56605	-295.7695	80.0695	5.479026	-10.0	0.0
-35.908585	71.56605	-295.7695	80.0695	5.482617	-10.0	0.0
-37.019035	73.35117	-296.27646	82.16328	5.6528864	-10.0	0.0
-37.008957	73.30322	-296.07474	82.11593	5.6550756	-10.0	0.0
-37.008957	73.30322	-296.07474	82.11593	5.6587768	-10.0	0.0
-37.008957	73.30322	-296.07474	82.11593	5.6624775	-10.0	0.0
