x	y	z	diognalDistance	speedX	speedY	maxControlValue
28.625843	48.386154	-303.72006	56.219738	-4	-5	0.0
28.726904	48.56703	-303.2317	56.426872	-4	-5	0.0
29.137482	48.70166	-301.52576	56.752487	-4	-5	0.0
29.857088	49.363064	-303.44684	57.690186	-4	-5	0.0
29.74647	48.281246	-295.86993	56.70918	-4	-5	0.0
30.006645	48.681393	-298.32733	57.186333	-4	-5	0.0
30.647226	49.11084	-299.05438	57.88892	-4	-5	0.0
30.567232	49.238655	-298.27216	57.955162	-4	-5	0.0
30.975828	49.121716	-296.76672	58.072754	-4	-5	0.0
31.426668	50.08949	-301.36856	59.13199	-4	-5	0.0
32.043423	50.475155	-303.25598	59.787308	-4	-5	0.0
32.086727	50.291695	-302.19504	59.655785	-4	-5	0.0
32.07556	50.282524	-302.08975	59.642048	-4	-5	0.0
31.933764	49.849045	-299.2876	59.200443	-4	-5	0.0
32.297188	49.929417	-298.14005	59.464737	-4	-5	0.0
33.23557	51.038624	-298.50107	60.90603	-5	-5	0.0
35.26172	54.08881	-300.1059	64.5677	-5	-5	0.0
35.26172	54.08881	-300.1059	64.5677	-5	-5	0.0
36.492954	55.67416	-300.91797	66.56837	-5	-5	0.0
36.492954	55.67416	-300.91797	66.56837	-5	-5	0.0
37.85695	57.682835	-306.2273	68.99607	-5	-5	0.0
37.881863	57.281925	-296.0714	68.67499	-5	-5	0.0
37.84244	57.23028	-295.76328	68.61017	-5	-5	0.0
38.25102	56.95405	-293.5624	68.60688	-5	-5	0.0
38.73758	57.653862	-294.28967	69.45911	-5	-5	0.0
40.564186	60.20486	-305.96155	72.59531	-5	-5	0.0
40.564186	60.20486	-305.96155	72.59531	-5	-5	0.0
40.912468	60.7228	-306.0105	73.21946	-5	-5	0.0
40.912468	60.7228	-306.0105	73.21946	-5	-5	0.0
40.60799	60.456985	-303.45233	72.82895	-5	-5	0.0
40.27425	60.41464	-300.69366	72.608154	-5	-5	0.0
40.288425	60.48533	-300.7609	72.67484	-5	-5	0.0
40.577007	60.613808	-301.5054	72.94195	-5	-5	0.0
40.697132	60.707535	-302.5598	73.08667	-5	-5	0.0
40.715115	60.03623	-302.06503	72.54012	-5	-5	0.0
40.257076	59.204918	-299.34442	71.59507	-5	-5	0.0
39.726772	58.76316	-300.06802	70.93184	-5	-5	0.0
39.753304	58.80257	-300.26855	70.97935	-5	-5	0.0
40.21319	59.1875	-305.65695	71.556	-5	-5	0.0
39.79512	58.582714	-305.57715	70.8208	-5	-5	0.0
39.37535	57.842175	-304.73425	69.97239	-5	-5	0.0
39.004604	57.538662	-307.08737	69.51299	-5	-5	0.0
38.39192	56.82541	-306.11725	68.5789	-5	-5	0.0
37.989506	56.286186	-306.43243	67.90683	-5	-5	0.0
37.989506	56.286186	-306.43243	67.90683	-5	-5	0.0
37.511517	55.688187	-306.2882	67.14378	-5	-5	0.0
36.882633	55.084656	-305.66428	66.29214	-5	-5	0.0
35.989178	54.419357	-304.9829	65.24329	-5	-5	0.0
34.985374	53.756546	-304.50845	64.138466	-5	-5	0.0
34.119595	53.142696	-304.30673	63.152935	-5	-5	0.0
34.119595	53.142696	-304.30673	63.152935	-5	-5	0.0
34.119595	53.142696	-304.30673	63.152935	-5	-5	0.0
32.89449	51.546333	-303.55188	61.14795	-5	-5	0.0
32.89449	51.546333	-303.55188	61.14795	-5	-5	0.0
31.945236	50.27349	-299.8607	59.564434	-4	-5	0.0
31.945236	50.27349	-299.8607	59.564434	-4	-5	0.0
30.576763	48.720737	-298.63104	57.520855	-4	-5	0.0
30.576763	48.720737	-298.63104	57.520855	-4	-5	0.0
29.59257	48.095078	-299.42188	56.469963	-4	-5	0.0
28.41774	47.23036	-299.06534	55.12055	-4	-5	0.0
27.377987	46.566204	-299.85208	54.018196	-4	-5	0.0
26.366661	45.81199	-299.21765	52.857723	-4	-5	0.0
25.659157	45.049465	-298.99597	51.844448	-4	-5	0.0
24.498558	42.912407	-298.39322	49.413094	-3	-5	0.0
24.498558	42.912407	-298.39322	49.413094	-3	-5	0.0
23.616777	41.94805	-297.22412	48.13929	-3	-5	0.0
22.69611	41.12464	-297.27417	46.971794	-3	-5	0.0
