x	y	z	diognalDistance	speedX	speedY	maxControlValue
48.89902	-36.495987	-293.27274	61.016975	-2	2	0.0
48.961777	-36.250713	-293.5193	60.921013	-2	2	0.0
48.961777	-36.250713	-293.5193	60.921013	-2	2	0.0
49.225704	-36.216747	-293.77713	61.113197	-2	2	0.0
49.483788	-36.18388	-293.38702	61.301865	-2	2	0.0
49.545876	-35.94754	-293.30075	61.212902	-2	2	0.0
49.701935	-35.69348	-294.37097	61.190742	-2	2	0.0
49.879776	-35.359	-293.8604	61.14124	-2	2	0.0
50.167976	-34.94817	-294.37494	61.140823	-2	2	0.0
50.356457	-34.504414	-294.7127	61.043648	-2	2	0.0
50.43058	-34.254387	-295.10858	60.963978	-2	2	0.0
50.698547	-34.150227	-295.63297	61.12758	-2	2	0.0
50.698547	-34.150227	-295.63297	61.12758	-2	2	0.0
51.206917	-33.912167	-296.0793	61.418106	-2	2	0.0
51.63926	-33.95221	-296.97034	61.801018	-2	2	0.0
51.63926	-33.95221	-296.97034	61.801018	-2	2	0.0
51.989433	-34.019547	-296.2647	62.130756	-2	2	0.0
52.562317	-34.526966	-297.1798	62.88806	-2	2	0.0
52.562317	-34.526966	-297.1798	62.88806	-2	2	0.0
53.328037	-35.410038	-297.02234	64.01367	-2	2	0.0
53.23228	-35.376568	-296.53583	63.91539	-2	2	0.0
53.78822	-35.78372	-297.08273	64.60377	-2	2	0.0
54.05462	-36.103416	-296.50363	65.002754	-2	2	0.0
54.45628	-36.35667	-295.80768	65.47743	-2	2	0.0
54.45628	-36.35667	-295.80768	65.47743	-2	2	0.0
55.365097	-36.688763	-295.34967	66.41807	-2	2	0.0
55.745853	-36.90376	-296.01175	66.854225	-2	2	0.0
55.745853	-36.90376	-296.01175	66.854225	-2	2	0.0
56.10228	-37.26649	-296.7911	67.351746	-2	2	0.0
56.150795	-37.290653	-295.83954	67.405525	-2	2	0.0
56.450397	-37.29483	-296.49472	67.65761	-2	2	0.0
56.77507	-37.27624	-297.31442	67.91853	-2	2	0.0
56.811398	-37.052746	-296.08978	67.82655	-2	2	0.0
57.1216	-37.18435	-297.21912	68.158295	-2	2	0.0
57.1216	-37.18435	-297.21912	68.158295	-2	2	0.0
57.206745	-36.50358	-296.36325	67.86105	-2	2	0.0
57.206745	-36.50358	-296.36325	67.86105	-2	2	0.0
57.206745	-36.50358	-296.36325	67.86105	-2	2	0.0
57.133274	-36.299587	-296.76767	67.68952	-2	2	0.0
56.82698	-36.033287	-295.66467	67.288216	-2	2	0.0
56.89286	-36.013947	-296.13504	67.33351	-2	2	0.0
57.36257	-35.910233	-296.7058	67.675766	-2	2	0.0
57.471725	-35.500034	-295.83273	67.55185	-2	2	0.0
57.50766	-35.072506	-295.98898	67.358826	-2	2	0.0
57.50766	-35.072506	-295.98898	67.358826	-2	2	0.0
57.50766	-35.072506	-295.98898	67.358826	-2	2	0.0
56.105164	-33.217678	-290.79218	65.201256	-2	2	0.0
56.105164	-33.217678	-290.79218	65.201256	-2	2	0.0
56.041256	-33.218365	-291.01102	65.14662	-2	2	0.0
56.130665	-33.04282	-291.29144	65.134315	-2	2	0.0
56.130665	-33.04282	-291.29144	65.134315	-2	2	0.0
56.296253	-32.569008	-290.99463	65.03851	-2	2	0.0
56.309875	-32.021755	-290.24667	64.778046	-2	2	0.0
56.607227	-31.905586	-291.63046	64.97957	-2	2	0.0
56.415977	-31.74383	-291.46466	64.73355	-2	2	0.0
56.328426	-31.711245	-292.34958	64.64127	-2	2	0.0
56.513012	-31.565557	-294.6979	64.73102	-2	2	0.0
56.138393	-30.974121	-294.15222	64.116425	-2	2	0.0
55.92068	-30.56282	-293.30927	63.72761	-2	2	0.0
56.14341	-30.287823	-293.64386	63.79212	-2	2	0.0
56.317787	-30.001043	-294.0894	63.81031	-2	2	0.0
56.317787	-30.001043	-294.0894	63.81031	-2	2	0.0
55.768383	-28.890114	-293.0165	62.807255	-2	2	0.0
55.768383	-28.890114	-293.0165	62.807255	-2	2	0.0
55.250713	-28.038794	-292.25696	61.958176	-2	2	0.0
55.250713	-28.038794	-292.25696	61.958176	-2	2	0.0
55.221233	-27.77079	-292.06113	61.811012	-2	2	0.0
55.2395	-27.234524	-293.02948	61.58832	-2	2	0.0
55.2395	-27.234524	-293.02948	61.58832	-2	2	0.0
55.028633	-26.406942	-292.4101	61.036686	-2	2	0.0
54.518303	-25.118156	-292.1424	60.026386	-2	2	0.0
54.518303	-25.118156	-292.1424	60.026386	-2	2	0.0
54.50172	-24.662642	-292.9516	59.822098	-2	2	0.0
54.2903	-24.262827	-292.9346	59.465294	-2	2	0.0
54.2903	-24.262827	-292.9346	59.465294	-2	2	0.0
53.955666	-23.79048	-292.2327	58.967793	-2	2	0.0
53.137077	-22.742538	-292.3197	57.79941	-2	2	0.0
53.137077	-22.742538	-292.3197	57.79941	-2	2	0.0
52.74446	-22.275822	-292.54068	57.255486	-2	2	0.0
52.22825	-21.673292	-291.7283	56.546635	-2	2	0.0
52.22825	-21.673292	-291.7283	56.546635	-2	2	0.0
51.455414	-20.299032	-290.9165	55.314648	-2	2	0.0
51.455414	-20.299032	-290.9165	55.314648	-2	2	0.0
50.95775	-19.788403	-291.02182	54.665096	-2	2	0.0
50.554245	-19.320768	-290.72424	54.120457	-2	2	0.0
50.210438	-18.716059	-290.65237	53.58525	-2	2	0.0
49.140118	-17.267344	-290.73563	52.085625	-2	2	0.0
49.18709	-17.287476	-291.09845	52.13662	-2	2	0.0
48.610504	-16.717707	-290.8683	51.404892	-2	2	0.0
48.40688	-16.247015	-290.71182	51.060665	-2	2	0.0
48.14325	-15.875803	-290.2332	50.69333	-2	2	0.0
47.875786	-15.339216	-290.37482	50.27308	-2	2	0.0
47.17977	-14.585729	-289.37955	49.382935	-2	2	0.0
46.517075	-14.017573	-289.13364	48.583233	-2	2	0.0
46.105873	-13.528683	-289.74115	48.049732	-2	2	0.0
46.105873	-13.528683	-289.74115	48.049732	-2	2	0.0
45.614777	-13.086205	-288.7069	47.454784	-2	2	0.0
45.53602	-12.53566	-288.76102	47.22999	-2	2	0.0
45.48203	-11.874639	-289.78287	47.00662	-2	2	0.0
44.925125	-11.093832	-289.01624	46.274612	-2	2	0.0
44.510944	-10.501954	-288.94843	45.733086	-2	2	0.0
44.152214	-9.881656	-289.3967	45.244503	-2	2	0.0
43.456413	-9.185535	-287.78598	44.416595	-2	2	0.0
42.932606	-8.54473	-288.33707	43.774662	-2	2	0.0
42.00349	-7.8035336	-287.358	42.72222	-2	2	0.0
41.48568	-7.1672354	-288.27475	42.100246	-1	2	0.0
41.48568	-7.1672354	-288.27475	42.100246	-1	2	0.0
39.891697	-5.8647666	-283.25394	40.320503	-1	2	0.0
39.891697	-5.8647666	-283.25394	40.320503	-1	2	0.0
39.315647	-5.3194847	-282.50873	39.67388	-1	2	0.0
38.796818	-4.664317	-282.8181	39.076195	-1	2	0.0
38.49464	-3.8983693	-286.77957	38.691532	-1	2	0.0
