x	y	z	diognalDistance	speedX	speedY	maxControlValue
58.15822	58.09015	-239.36082	82.20002	-1	-1	0.0
58.411037	58.130093	-239.48933	82.407265	-1	-1	0.0
58.411037	58.130093	-239.48933	82.407265	-1	-1	0.0
58.787918	58.40317	-240.11789	82.86706	-1	-1	0.0
59.026848	58.703728	-240.11798	83.248405	-1	-1	0.0
59.43167	59.241497	-241.0535	83.91471	-1	-1	0.0
59.732662	59.582317	-241.42323	84.3685	-1	-1	0.0
59.732662	59.582317	-241.42323	84.3685	-1	-1	0.0
60.166294	60.045876	-242.39238	85.002884	-1	-1	0.0
60.166294	60.045876	-242.39238	85.002884	-1	-1	0.0
60.556248	60.229107	-242.93182	85.408455	-1	-1	0.0
60.91489	60.592525	-243.55394	85.91902	-1	-1	0.0
61.173557	60.944466	-243.86525	86.35063	-1	-1	0.0
61.173557	60.944466	-243.86525	86.35063	-1	-1	0.0
61.662594	61.493324	-244.7221	87.084465	-1	-1	0.0
61.826153	61.923977	-244.56895	87.50458	-1	-1	0.0
62.03392	62.43136	-244.47421	88.01069	-1	-1	0.0
62.03392	62.43136	-244.47421	88.01069	-1	-1	0.0
62.555798	63.316414	-245.50484	89.00672	-1	-1	0.0
63.05022	64.03418	-246.1578	89.86493	-1	-1	0.0
63.32941	64.54484	-246.12088	90.424835	-1	-1	0.0
63.6484	65.34362	-246.7504	91.21901	-1	-1	0.0
64.0705	66.28111	-247.43652	92.18576	-1	-1	0.0
64.0705	66.28111	-247.43652	92.18576	-1	-1	0.0
64.62915	67.15085	-248.0401	93.19959	-1	-1	0.0
64.62915	67.15085	-248.0401	93.19959	-1	-1	0.0
65.1153	67.78579	-248.17674	93.99423	-1	-1	0.0
65.95803	69.17669	-248.8898	95.58178	-1	-1	0.0
66.16887	69.62528	-248.87004	96.05207	-1	-1	0.0
66.16887	69.62528	-248.87004	96.05207	-1	-1	0.0
66.3897	69.93118	-248.83714	96.42594	-1	-1	0.0
66.3897	69.93118	-248.83714	96.42594	-1	-1	0.0
66.973045	70.463585	-249.46025	97.213715	-1	-1	0.0
66.973045	70.463585	-249.46025	97.213715	-1	-1	0.0
67.84834	71.37889	-250.14531	98.48017	-1	-1	0.0
68.06708	71.62251	-249.8122	98.80744	-1	-1	0.0
68.40803	72.02328	-250.1142	99.332825	-1	-1	0.0
