x	y	z	diognalDistance	speedX	speedY	maxControlValue
-7.575313	31.258308	-138.921	32.16313	1.1370546	-4.691872	0.0
-7.4051676	31.217737	-138.9352	32.08401	1.1122733	-4.688908	0.0
-6.6957493	30.81145	-136.88322	31.530596	1.00653	-4.6310463	0.0
-6.6957493	30.81145	-136.88322	31.530596	1.0071996	-4.634127	0.0
-6.263306	30.801422	-136.82613	31.431776	0.9429595	-4.6357036	0.0
-5.6358886	30.897076	-136.62065	31.406887	0.8494105	-4.6531415	0.0
-5.6358886	30.897076	-136.62065	31.406887	0.84997404	-4.656231	0.0
-5.6662617	31.069246	-136.7459	31.581713	0.85509664	-4.6851635	0.0
-5.6709356	31.074533	-136.77544	31.587753	0.8563648	-4.689064	0.0
-5.546766	31.34329	-136.20245	31.830307	0.838294	-4.732512	0.0
-4.9153004	31.99726	-135.22778	32.372593	0.7440657	-4.833807	0.0
-4.9136043	31.987211	-135.14854	32.362404	0.74430263	-4.8354983	0.0
-4.588448	33.04154	-136.36505	33.358612	0.69598806	-4.996952	0.0
-4.589877	33.057953	-136.42001	33.37507	0.6966614	-5.0027194	0.0
-4.6875014	33.113247	-136.54953	33.443382	0.7117738	-5.014325	0.0
-4.5656385	33.147095	-136.7711	33.46005	0.69395095	-5.022717	0.0
-4.370273	33.149616	-136.84288	33.43645	0.66508317	-5.02641	0.0
-4.280159	33.224808	-136.9274	33.499367	0.65199405	-5.0410113	0.0
-4.280159	33.224808	-136.9274	33.499367	0.6524221	-5.044334	0.0
-4.3249073	33.264267	-136.7503	33.544243	0.6595668	-5.0535793	0.0
-4.455599	33.371136	-136.89845	33.66727	0.6796161	-5.0729465	0.0
-4.7691684	33.6448	-136.24632	33.981133	0.72712845	-5.1173606	0.0
-4.7691684	33.6448	-136.24632	33.981133	0.7276054	-5.120725	0.0
-4.7691684	33.6448	-136.24632	33.981133	0.7280823	-5.1240897	0.0
-4.7691684	33.6448	-136.24632	33.981133	0.7285592	-5.127454	0.0
-6.055842	35.149277	-136.54344	35.66714	0.9221658	-5.356641	0.0
-6.457399	35.529686	-137.55159	36.111725	0.9830451	-5.417255	0.0
-6.727585	35.28901	-137.59012	35.92457	1.0242457	-5.3846827	0.0
-6.727585	35.28901	-137.59012	35.92457	1.0249186	-5.3882113	0.0
-6.727585	35.28901	-137.59012	35.92457	1.0255913	-5.3917403	0.0
-6.727585	35.28901	-137.59012	35.92457	1.0262641	-5.395269	0.0
-6.727585	35.28901	-137.59012	35.92457	1.0269368	-5.398798	0.0
-6.727585	35.28901	-137.59012	35.92457	1.0276096	-5.402327	0.0
-6.727585	35.28901	-137.59012	35.92457	1.0282823	-5.4058557	0.0
-6.5358534	35.13124	-137.75256	35.73404	1.0001762	-5.3857036	0.0
-6.44313	35.12752	-137.89142	35.713535	0.98691195	-5.3886585	0.0
-6.44313	35.12752	-137.89142	35.713535	0.9875563	-5.392171	0.0
-6.44313	35.12752	-137.89142	35.713535	0.9882006	-5.395684	0.0
-6.44335	35.11911	-137.88515	35.705303	0.9888779	-5.397934	0.0
-6.44335	35.11911	-137.88515	35.705303	0.9895222	-5.401446	0.0
-6.44335	35.11911	-137.88515	35.705303	0.99016654	-5.404958	0.0
-6.44335	35.11911	-137.88515	35.705303	0.99081093	-5.4084697	0.0
-7.196448	34.255035	-137.6793	35.002804	1.1044953	-5.2822843	0.0
-7.196448	34.255035	-137.6793	35.002804	1.1052148	-5.28571	0.0
-7.31898	33.817062	-137.26208	34.600018	1.1243267	-5.2233953	0.0
-7.306098	33.572865	-137.35048	34.358643	1.123125	-5.190123	0.0
-7.306098	33.572865	-137.35048	34.358643	1.1238556	-5.19348	0.0
-7.4592986	33.20634	-137.57213	34.033836	1.1475816	-5.1418223	0.0
-7.4592986	33.20634	-137.57213	34.033836	1.1483275	-5.145143	0.0
-7.8169703	32.44984	-137.23248	33.378094	1.20276	-5.034913	0.0
-7.8169703	32.44984	-137.23248	33.378094	1.2035416	-5.0381584	0.0
-7.943284	31.979061	-136.79742	32.950813	1.223283	-4.970739	0.0
-7.943284	31.979061	-136.79742	32.950813	1.2240775	-4.973937	0.0
-7.9489	32.26003	-136.91908	33.224907	1.2257148	-5.019308	0.0
-8.040309	32.401222	-137.32549	33.383915	1.24023	-5.0437274	0.0
-8.038581	32.40956	-137.354	33.39159	1.2407746	-5.048219	0.0
-8.16212	32.446518	-137.20921	33.457386	1.2601217	-5.057007	0.0
-8.16212	32.446518	-137.20921	33.457386	1.2609379	-5.0602517	0.0
-8.363063	32.44088	-137.15166	33.501514	1.2919158	-5.06265	0.0
-8.363063	32.44088	-137.15166	33.501514	1.292752	-5.065894	0.0
-8.506774	32.480724	-137.13503	33.57622	1.3151593	-5.075119	0.0
-8.604363	32.458427	-137.08739	33.579525	1.3306582	-5.0750203	0.0
-8.604363	32.458427	-137.08739	33.579525	1.3315187	-5.078266	0.0
-8.644159	32.440502	-137.07109	33.572426	1.3383524	-5.0788217	0.0
-8.644159	32.440502	-137.07109	33.572426	1.3392168	-5.0820656	0.0
-8.644159	32.440502	-137.07109	33.572426	1.3400813	-5.0853095	0.0
-8.639563	32.426243	-137.04463	33.55746	1.3402557	-5.086413	0.0
-8.639563	32.426243	-137.04463	33.55746	1.3411196	-5.089656	0.0
-8.593497	32.409008	-137.1147	33.528973	1.3350692	-5.0903115	0.0
-8.593497	32.409008	-137.1147	33.528973	1.3359286	-5.0935526	0.0
-8.606065	32.3893	-137.15169	33.51315	1.3386743	-5.093836	0.0
-8.606065	32.3893	-137.15169	33.51315	1.339535	-5.0970745	0.0
-8.714002	32.384464	-137.13458	33.536358	1.3565968	-5.0995874	0.0
-8.714002	32.384464	-137.13458	33.536358	1.3574682	-5.1028256	0.0
-8.714002	32.384464	-137.13458	33.536358	1.3583397	-5.1060643	0.0
-8.882814	32.406006	-137.21457	33.60139	1.3845499	-5.112536	0.0
-8.882814	32.406006	-137.21457	33.60139	1.3854382	-5.1157765	0.0
