x	y	z	diognalDistance	speedX	speedY	maxControlValue
-17.66778	-33.450832	-288.7601	37.829998	2.6519337	5.02097	0.0
-17.38145	-33.561718	-287.66733	37.79555	2.6107228	5.0409594	0.0
-17.339006	-33.770515	-288.2803	37.961678	2.6060898	5.075656	0.0
-17.16417	-33.945194	-287.5997	38.03794	2.5815806	5.1052523	0.0
-16.991934	-34.17526	-287.58105	38.1664	2.5574446	5.1431794	0.0
-16.89133	-34.356762	-286.59586	38.284515	2.5440433	5.1738405	0.0
-16.736221	-34.450756	-286.5205	38.300858	2.5224504	5.191385	0.0
-16.580246	-34.4865	-285.84634	38.26517	2.5007122	5.200195	0.0
-16.509405	-34.620213	-285.31906	38.355175	2.4917371	5.223714	0.0
-16.583424	-34.70741	-284.7602	38.465755	2.504498	5.240264	0.0
-16.579533	-34.62482	-284.39218	38.38957	2.5055723	5.231338	0.0
-16.368567	-34.572887	-283.7536	38.251987	2.4755645	5.2270055	0.0
-16.12527	-34.768124	-283.76227	38.325535	2.4406826	5.2597675	0.0
-15.838548	-34.971947	-283.45645	38.39136	2.399258	5.2938385	0.0
-15.786418	-35.32622	-283.4799	38.693058	2.393017	5.3505125	0.0
-15.786418	-35.32622	-283.4799	38.693058	2.3945959	5.354045	0.0
-15.9230385	-35.861115	-283.68036	39.237263	2.416681	5.4378653	0.0
-16.497717	-37.820194	-284.29587	41.261868	2.5045326	5.735509	0.0
-16.591505	-38.63251	-283.44766	42.04461	2.52026	5.86122	0.0
-16.695894	-39.68585	-284.45325	43.054844	2.5375881	6.023189	0.0
-16.695894	-39.68585	-284.45325	43.054844	2.5392578	6.027158	0.0
-16.745007	-40.562016	-284.53134	43.882484	2.548299	6.1626387	0.0
-17.000841	-42.33353	-284.1429	45.619694	2.5883744	6.4325995	0.0
-17.06895	-43.07784	-283.9786	46.33626	2.6002977	6.5485535	0.0
-17.05832	-43.511917	-283.78845	46.73621	2.6004088	6.6180162	0.0
-17.05832	-43.511917	-283.78845	46.73621	2.6021144	6.6223674	0.0
-16.946112	-44.064457	-284.28766	47.210667	2.586978	6.709655	0.0
-16.946112	-44.064457	-284.28766	47.210667	2.5886726	6.7140613	0.0
-16.479807	-44.15519	-284.52295	47.1303	2.5203748	6.7320867	0.0
-16.23974	-44.37673	-284.6264	47.25488	2.4859889	6.769756	0.0
-16.23974	-44.37673	-284.6264	47.25488	2.487613	6.7741933	0.0
-16.178797	-44.593838	-285.63968	47.438	2.4800892	6.8112187	0.0
-15.849257	-44.425938	-285.7011	47.16845	2.432243	6.7904763	0.0
-15.478531	-44.22667	-285.47464	46.85705	2.3781822	6.765009	0.0
-15.112737	-43.875423	-284.9385	46.405254	2.324824	6.716709	0.0
-15.125202	-43.810722	-285.35492	46.348152	2.3282065	6.7113853	0.0
-14.937217	-43.671734	-285.242	46.155617	2.3015025	6.6949043	0.0
-14.405687	-43.570995	-285.57608	45.89069	2.2232137	6.6841507	0.0
-13.875251	-43.303066	-285.95682	45.47173	2.1450355	6.6482916	0.0
-13.4348135	-42.767567	-285.1327	44.828106	2.0803134	6.5722437	0.0
-13.220061	-42.334564	-284.72186	44.350708	2.0494227	6.5115266	0.0
-12.953749	-41.870495	-284.97906	43.828506	2.0107713	6.446103	0.0
-12.4242325	-41.276947	-284.74432	43.10624	1.9325862	6.3611984	0.0
-11.886054	-40.747868	-284.37857	42.44605	1.8530481	6.2859116	0.0
-11.435611	-40.175285	-283.78494	41.771122	1.786625	6.204042	0.0
-11.149848	-39.66133	-283.88126	41.19879	1.7448757	6.1309147	0.0
-10.824083	-39.0337	-283.96545	40.50667	1.6970932	6.0406733	0.0
-10.824083	-39.0337	-283.96545	40.50667	1.6981757	6.0445766	0.0
-10.468386	-38.061127	-282.8945	39.474506	1.645868	5.9024973	0.0
-10.468386	-38.061127	-282.8945	39.474506	1.6469147	5.9063034	0.0
-9.160401	-36.208813	-282.11816	37.34958	1.4516332	5.6320767	0.0
-8.557769	-35.474525	-282.54993	36.492153	1.362094	5.525481	0.0
