x	y	z	diognalDistance	speedX	speedY	maxControlValue
-49.971474	-56.63357	-307.63922	75.528206	2	2	0.0
-50.161137	-56.30479	-307.26913	75.40802	2	2	0.0
-50.161137	-56.30479	-307.26913	75.40802	2	2	0.0
-50.617832	-54.95356	-306.35483	74.71317	2	2	0.0
-50.87704	-54.776993	-306.50616	74.75956	2	2	0.0
-50.741882	-54.35719	-305.78326	74.36022	2	2	0.0
-50.802906	-54.041683	-306.07712	74.171684	2	2	0.0
-50.89977	-53.897076	-306.4687	74.13286	2	2	0.0
-51.518394	-53.32177	-306.77417	74.14416	2	2	0.0
-51.49207	-53.292286	-306.56522	74.10466	2	2	0.0
-51.563427	-52.99012	-305.81622	73.93741	2	2	0.0
-52.022503	-52.646374	-306.04758	74.01339	2	2	0.0
-52.385117	-52.324165	-305.49716	74.04066	2	2	0.0
-52.964878	-52.140636	-305.66812	74.323105	2	2	0.0
-52.964878	-52.140636	-305.66812	74.323105	2	2	0.0
-53.59593	-52.206825	-306.0025	74.82029	2	2	0.0
-55.4559	-53.11479	-308.02237	76.78892	2	2	0.0
-56.064445	-53.137024	-307.32352	77.24484	2	2	0.0
-56.69651	-53.201855	-306.64008	77.74916	2	2	0.0
-57.68112	-53.446682	-307.5065	78.636246	2	2	0.0
-58.381195	-53.485523	-306.79175	79.17743	2	2	0.0
-58.877716	-53.37332	-306.265	79.46884	2	2	0.0
-58.877716	-53.37332	-306.265	79.46884	2	2	0.0
-59.428146	-53.391094	-306.05664	79.88938	2	2	0.0
-59.6606	-53.388065	-305.533	80.06043	2	2	0.0
-60.012966	-53.276913	-305.43906	80.24952	2	2	0.0
-60.012966	-53.276913	-305.43906	80.24952	2	2	0.0
-60.595165	-52.988617	-306.40903	80.49576	2	2	0.0
-60.54423	-52.59346	-305.5557	80.19773	2	2	0.0
-60.5249	-52.257523	-305.2067	79.963196	2	2	0.0
-60.5249	-52.257523	-305.2067	79.963196	2	2	0.0
-61.133636	-51.313457	-304.81436	79.814735	2	2	0.0
-61.133636	-51.313457	-304.81436	79.814735	2	2	0.0
-61.534264	-51.024307	-305.39142	79.93713	2	2	0.0
-61.491627	-50.830208	-305.15756	79.78051	2	2	0.0
-61.812523	-50.601982	-305.16858	79.88335	2	2	0.0
-62.21781	-50.336903	-304.67706	80.030365	2	2	0.0
-62.681767	-50.271393	-305.05508	80.350586	2	2	0.0
-62.85503	-50.022957	-304.44626	80.33089	2	2	0.0
-62.85503	-50.022957	-304.44626	80.33089	2	2	0.0
-63.078976	-49.760227	-304.52686	80.34325	2	2	0.0
-63.23418	-48.852654	-303.9395	79.9071	2	2	0.0
-63.23418	-48.852654	-303.9395	79.9071	2	2	0.0
-63.521564	-47.751175	-302.72513	79.46801	2	2	0.0
-63.856777	-47.31819	-302.84537	79.47766	2	2	0.0
-63.856777	-47.31819	-302.84537	79.47766	2	2	0.0
-64.194855	-46.344425	-302.50644	79.17566	2	2	0.0
-64.26605	-45.903793	-302.6561	78.97648	2	2	0.0
-64.45986	-45.588745	-303.12912	78.95193	2	2	0.0
-64.45986	-45.588745	-303.12912	78.95193	2	2	0.0
-64.58026	-45.22446	-303.0631	78.84074	2	2	0.0
-64.505356	-44.948082	-302.82065	78.62106	2	2	0.0
-64.597694	-44.690224	-303.14893	78.54984	2	2	0.0
-64.39096	-44.31266	-302.55133	78.16526	2	2	0.0
-64.11035	-43.904884	-301.83447	77.70313	2	2	0.0
-64.19613	-43.284622	-301.81915	77.42546	2	2	0.0
-64.09779	-42.939583	-301.24234	77.151375	2	2	0.0
-64.09779	-42.939583	-301.24234	77.151375	2	2	0.0
-64.11048	-42.61166	-301.58777	76.97991	2	2	0.0
-64.07557	-42.085793	-301.44293	76.6609	2	2	0.0
-64.05252	-41.69479	-301.55615	76.42762	2	2	0.0
-64.169495	-41.469604	-302.28085	76.40322	2	2	0.0
-64.169495	-41.469604	-302.28085	76.40322	2	2	0.0
