x	y	z	diognalDistance	speedX	speedY	P_INPUT_X	P_INPUT_Y
-8.565384	-5.0133824	-72.91566	9.924706	1.2856642	0.75250876
-8.565648	-5.01398	-72.92261	9.925237	1.2865604	0.75309974
-8.564207	-5.0318108	-72.927536	9.933014	1.2872007	0.75627756
-8.564262	-5.0314503	-72.92358	9.9328785	1.2880653	0.7567266
-8.552632	-5.0329375	-72.90146	9.923607	1.287176	0.757453
-8.552914	-5.0331573	-72.904144	9.923961	1.2880735	0.75798935
-8.557279	-5.031229	-72.91792	9.926745	1.289584	0.7582032
-8.557279	-5.031229	-72.91792	9.926745	1.2904398	0.75870633
-8.563024	-5.031905	-72.928444	9.932041	1.2921579	0.75931096
-8.563024	-5.031905	-72.928444	9.932041	1.2930142	0.75981414
-8.540034	-5.0314755	-72.90745	9.912009	1.2904197	0.7602528
-8.540034	-5.0314755	-72.90745	9.912009	1.2912737	0.76075596
-8.534892	-5.0305233	-72.90156	9.907096	1.291356	0.76111615
-8.516007	-5.0291123	-72.88486	9.890114	1.2893748	0.76140743
-8.516007	-5.0291123	-72.88486	9.890114	1.2902265	0.7619103
-8.513512	-5.031952	-72.880196	9.88941	1.2907034	0.7628395
-8.513512	-5.031952	-72.880196	9.88941	1.2915547	0.7633427
-8.512378	-5.035684	-72.870804	9.890333	1.2922359	0.7644061
-8.512378	-5.035684	-72.870804	9.890333	1.2930871	0.7649097
-8.514964	-5.042694	-72.866356	9.89613	1.2943267	0.7664654
-8.514964	-5.042694	-72.866356	9.89613	1.2951782	0.7669697
-8.518867	-5.0524254	-72.86249	9.9044485	1.2966154	0.7689346
-8.515366	-5.0598245	-72.835014	9.905214	1.2969418	0.7705505
-8.515366	-5.0598245	-72.835014	9.905214	1.2977933	0.7710565
-8.515366	-5.0598245	-72.835014	9.905214	1.2986448	0.77156246
-8.511376	-5.071974	-72.832504	9.907999	1.2988975	0.77389205
-8.518587	-5.0976424	-72.835846	9.927351	1.3008311	0.7782521
-8.518897	-5.097524	-72.83449	9.927556	1.3017294	0.7787441
-8.518897	-5.097524	-72.83449	9.927556	1.3025813	0.77925384
-8.537808	-5.1029305	-72.829765	9.946561	1.3062718	0.7805751
-8.537808	-5.1029305	-72.829765	9.946561	1.3071256	0.78108543
-8.563193	-5.1047115	-72.8568	9.969271	1.3117896	0.78186303
-8.579551	-5.090952	-72.870056	9.976296	1.3151013	0.7803082
-8.579551	-5.090952	-72.870056	9.976296	1.3159592	0.7808173
-8.581327	-5.0825315	-72.88636	9.973531	1.3170837	0.78006244
-8.581327	-5.0825315	-72.88636	9.973531	1.3179419	0.7805707
-8.584583	-5.0831723	-72.89028	9.976658	1.3192887	0.7811752
-8.584583	-5.0831723	-72.89028	9.976658	1.3201472	0.7816835
-8.583389	-5.0830073	-72.887535	9.975547	1.3208265	0.782167
-8.583389	-5.0830073	-72.887535	9.975547	1.3216848	0.78267527
-8.57461	-5.0938535	-72.89073	9.973529	1.3212253	0.7848116
-8.57461	-5.0938535	-72.89073	9.973529	1.3220828	0.78532106
-8.558687	-5.1081257	-72.86599	9.96715	1.3205502	0.7879727
-8.558687	-5.1081257	-72.86599	9.96715	1.3214061	0.7884835
-8.558687	-5.1081257	-72.86599	9.96715	1.3222619	0.7889943
-8.558687	-5.1081257	-72.86599	9.96715	1.3231179	0.7895051
-8.555607	-5.1106486	-72.856544	9.965798	1.3235114	0.7903946
-8.538303	-5.1080017	-72.826324	9.949589	1.3217696	0.7905084
-8.538278	-5.099581	-72.82204	9.945246	1.3226197	0.78975517
-8.548448	-5.084842	-72.841125	9.946436	1.325	0.78805286
-8.548448	-5.084842	-72.841125	9.946436	1.3258549	0.78856134
-8.548448	-5.084842	-72.841125	9.946436	1.3267097	0.78906983
-8.549101	-5.083205	-72.84261	9.94616	1.3276626	0.78933257
-8.549101	-5.083205	-72.84261	9.94616	1.3285176	0.78984094
-8.549101	-5.083205	-72.84261	9.94616	1.3293724	0.79034925
